orderID,orderTime,userID,couponsReceived,couponID1,price1,basePrice1,reward1,premiumProduct1,brand1,productGroup1,categoryIDs1,couponID2,price2,basePrice2,reward2,premiumProduct2,brand2,productGroup2,categoryIDs2,couponID3,price3,basePrice3,reward3,premiumProduct3,brand3,productGroup3,categoryIDs3,coupon1Used,coupon2Used,coupon3Used,basketValue,couponsReceivedDate,couponsReceivedTime,couponsReceivedDoW,couponsReceivedWeekend,couponsReceivedFriSat,orderTimeDate,orderTimeTime,orderTimeDoW,orderTimeWeekend,orderTimeFriSat,batchID,couponsExpire,couponsSent,TimeBtwnSentRec,TimeBtwnRecExpire,TimeBtwnRecOrder,TimeBtwnOrderExpire
4798,2015-02-25 19:44:44,user1597,2015-02-25 18:01:20,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,cpn338,8.1,0.9,1.26,0,brand3,prod2,cat16:cat3:cat4:cat2:cat17,cpn650,5.51,1.37,2.2,1,brand4,prod59,cat5:cat15:cat2,1,0,0,219.74,2015-02-25,20,Wednesday,0,0,2015-02-25,44,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,42.0219444444444,125.978055555556,1.72333333333333,124.254722222222
4799,2015-02-25 19:56:51,user2597,2015-02-25 19:45:45,cpn852,6.44,2.14,0.94,0,brand3,prod74,cat1,cpn711,6.85,1.14,1.88,0,brand2,prod86,cat3:cat4,cpn402,3.66,0.73,1.26,0,brand3,prod128,cat5,0,0,0,205.11,2015-02-25,45,Wednesday,0,0,2015-02-25,51,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,43.7622222222222,124.237777777778,0.185,124.052777777778
4800,2015-02-25 20:00:18,user389,2015-02-24 16:39:22,cpn522,3.61,2.41,1.88,0,brand6,prod38,cat1,cpn675,7.04,0.83,0.94,0,brand2,prod43,cat3,cpn2848,7.32,0,0.94,0,brand3,prod17,cat5,0,0,0,220.25,2015-02-24,22,Tuesday,0,0,2015-02-25,18,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,16.6558333333333,151.344166666667,27.3488888888889,123.995277777778
4801,2015-02-25 20:03:11,user933,2015-02-25 18:42:53,cpn193,9.17,3.67,1.26,1,brand4,prod7,cat1:cat7:cat4,cpn993,5.37,2.23,1.57,0,brand3,prod46,cat3,cpn1222,2.87,1.91,1.26,1,brand4,prod44,cat5:cat7,0,1,0,160.19,2015-02-25,53,Wednesday,0,0,2015-02-25,11,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,42.7144444444444,125.285555555556,1.33833333333333,123.947222222222
4802,2015-02-25 20:17:03,user1364,2015-02-24 15:55:09,cpn1594,16.81,12,0.94,0,brand5,prod7,cat1,cpn1694,3.52,1.41,1.57,0,brand3,prod34,cat5,cpn3085,3.52,10.05,1.57,0,brand3,prod37,cat5,0,0,0,329.08,2015-02-24,9,Tuesday,0,0,2015-02-25,3,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,15.9188888888889,152.081111111111,28.365,123.716111111111
4803,2015-02-25 20:21:40,user2598,2015-02-25 11:06:40,cpn1909,5.37,1.34,2.2,1,brand4,prod194,cat11:cat7,cpn420,8.52,0,1.57,0,brand5,prod12,cat5:cat2,cpn270,3.33,16.67,1.57,1,brand4,prod72,cat5:cat7,1,0,0,190.52,2015-02-25,40,Wednesday,0,0,2015-02-25,40,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,35.1108333333333,132.889166666667,9.25,123.639166666667
4804,2015-02-25 20:24:05,user929,2015-02-25 19:42:39,cpn522,3.61,2.41,1.88,0,brand6,prod38,cat1,cpn1478,3.66,0.73,1.26,0,brand5,prod58,cat5:cat2,cpn558,2.73,2.73,1.57,1,brand4,prod75,cat5:cat7,0,1,0,304.86,2015-02-25,39,Wednesday,0,0,2015-02-25,5,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,43.7105555555556,124.289444444444,0.690555555555556,123.598888888889
4805,2015-02-25 20:28:10,user2599,2015-02-25 19:51:42,cpn3086,11.58,4.82,1.26,0,brand3,prod112,cat21,cpn2053,4.86,0,1.57,0,brand3,prod112,cat21,cpn334,3.7,1.08,1.26,0,brand3,prod112,cat21,0,0,0,162.22,2015-02-25,42,Wednesday,0,0,2015-02-25,10,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,43.8613888888889,124.138611111111,0.607777777777778,123.530833333333
4806,2015-02-25 20:35:52,user2223,2015-02-25 18:18:11,cpn890,9.49,3.51,1.57,0,brand2,prod31,cat1,cpn1063,2.59,0.52,1.88,0,brand11,prod142,cat10,cpn2532,5.14,1.03,0.94,0,brand3,prod171,cat16:cat5:cat18:cat2,0,0,0,160.05,2015-02-25,11,Wednesday,0,0,2015-02-25,52,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,42.3027777777778,125.697222222222,2.29472222222222,123.4025
4807,2015-02-25 20:38:13,user55,2015-02-24 14:43:49,cpn824,13.2,11.99,0.94,0,brand6,prod31,cat1:cat4,cpn455,5.46,1.82,1.57,0,brand3,prod86,cat3,cpn1848,5.19,3.45,1.57,0,brand5,prod197,cat5:cat15:cat2,0,0,0,590.82,2015-02-24,49,Tuesday,0,0,2015-02-25,13,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,14.73,153.27,29.9066666666667,123.363333333333
4808,2015-02-25 20:42:43,user226,2015-02-24 15:30:21,cpn45,10.56,3.52,0.94,0,brand6,prod33,cat1:cat4,cpn64,3.89,1.39,0.94,1,brand4,prod46,cat3:cat7,cpn233,12.87,0,1.88,0,brand5,prod90,cat5:cat13:cat2,0,0,0,203.76,2015-02-24,21,Tuesday,0,0,2015-02-25,43,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,15.5055555555556,152.494444444444,29.2061111111111,123.288333333333
4809,2015-02-25 20:51:13,user2600,2015-02-25 20:37:00,cpn1621,4.31,1.72,1.57,0,brand3,prod106,cat8,cpn457,2.55,1.58,1.26,1,brand4,prod29,cat5:cat7:cat4,cpn176,6.11,6.11,1.26,0,brand2,prod3,cat5,0,1,1,189.59,2015-02-25,0,Wednesday,0,0,2015-02-25,13,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,44.6163888888889,123.383611111111,0.236944444444444,123.146666666667
4810,2015-02-25 20:56:06,user2601,2015-02-25 20:25:27,cpn140,5.46,2.19,2.2,0,brand5,prod24,cat5:cat2,cpn151,5.09,1.69,1.26,0,brand5,prod59,cat5:cat15:cat4:cat2,cpn2396,8.8,1.76,1.26,0,brand3,prod129,cat13,0,0,0,234.7,2015-02-25,27,Wednesday,0,0,2015-02-25,6,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,44.4238888888889,123.576111111111,0.510833333333333,123.065277777778
4811,2015-02-25 21:00:44,user281,2015-02-24 17:25:57,cpn522,3.61,2.41,1.88,0,brand6,prod38,cat1,cpn292,3.52,2.34,2.2,0,brand5,prod103,cat5:cat15:cat19:cat2,cpn528,3.43,22.84,1.57,1,brand4,prod34,cat5:cat7,0,0,0,96.65,2015-02-24,57,Tuesday,0,0,2015-02-25,44,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,17.4322222222222,150.567777777778,27.5797222222222,122.988055555556
4812,2015-02-25 21:03:38,user2602,2015-02-25 17:55:25,cpn890,9.49,3.51,1.57,0,brand2,prod31,cat1,cpn277,4.58,1.53,1.57,1,brand4,prod8,cat3:cat7,cpn230,3.98,3.98,1.88,0,brand5,prod44,cat5:cat2,0,0,0,188.57,2015-02-25,25,Wednesday,0,0,2015-02-25,38,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,41.9233333333333,126.076666666667,3.13694444444444,122.939722222222
4813,2015-02-25 21:05:26,user2603,2015-02-25 20:14:22,cpn816,12.5,1.39,1.57,0,brand9,prod15,cat8:cat2,cpn2285,5.09,1.02,1.57,0,brand3,prod55,cat5,cpn3087,3.06,6.11,0.63,0,brand3,prod17,cat5,0,1,0,186.12,2015-02-25,22,Wednesday,0,0,2015-02-25,26,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,44.2391666666667,123.760833333333,0.851111111111111,122.909722222222
4814,2015-02-25 21:07:08,user1308,2015-02-24 21:07:41,cpn85,3.89,1.21,1.26,0,brand11,prod55,cat8,cpn1432,4.45,1.14,1.26,0,brand11,prod123,cat10,cpn3088,14.91,7.46,1.57,0,brand3,prod116,cat6:cat9,0,0,0,217.56,2015-02-24,41,Tuesday,0,0,2015-02-25,8,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,21.1277777777778,146.872222222222,23.9908333333333,122.881388888889
4815,2015-02-25 21:08:00,user2604,2015-02-24 14:56:40,cpn622,8.71,3.62,0.94,1,brand4,prod33,cat1:cat7,cpn633,3.33,0.67,0.63,1,brand4,prod11,cat3:cat7,cpn65,5.51,2.75,2.51,1,brand4,prod14,cat5:cat7,0,0,0,193.21,2015-02-24,40,Tuesday,0,0,2015-02-25,0,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,14.9441666666667,153.055833333333,30.1888888888889,122.866944444444
4816,2015-02-25 21:10:55,user748,2015-02-24 17:06:45,cpn180,6.11,2.04,1.26,0,brand3,prod74,cat1,cpn142,9.59,1.07,0.94,0,brand3,prod2,cat16:cat3:cat2,cpn514,7.36,1.47,0.94,0,brand3,prod17,cat5,0,0,1,205.94,2015-02-24,45,Tuesday,0,0,2015-02-25,55,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,17.1122222222222,150.887777777778,28.0694444444444,122.818333333333
4817,2015-02-25 21:11:39,user252,2015-02-25 21:09:02,cpn119,4.58,0,1.26,1,brand4,prod35,cat8:cat7,cpn1182,7.36,1.53,1.57,0,brand3,prod28,cat3,cpn1924,9.22,3.69,1.26,0,brand3,prod12,cat5,1,0,0,321.76,2015-02-25,2,Wednesday,0,0,2015-02-25,39,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,45.1502777777778,122.849722222222,0.0436111111111111,122.806111111111
4818,2015-02-25 21:13:43,user567,2015-02-24 16:05:49,cpn448,8.15,8.15,1.26,0,brand2,prod40,cat1,cpn425,7.59,3.8,1.57,0,brand3,prod86,cat3,cpn3023,4.17,1.85,1.88,0,brand3,prod171,cat5:cat18,0,0,0,287.31,2015-02-24,49,Tuesday,0,0,2015-02-25,43,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,16.0966666666667,151.903333333333,29.1316666666667,122.771666666667
4819,2015-02-25 21:22:23,user2605,2015-02-25 20:19:42,cpn530,6.67,1.67,1.57,0,brand6,prod33,cat1,cpn567,9.59,1.18,0.94,0,brand3,prod2,cat16:cat3:cat2,cpn1690,5.42,1.15,1.26,0,brand3,prod171,cat5:cat18,0,1,0,189.64,2015-02-25,42,Wednesday,0,0,2015-02-25,23,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,44.3280555555556,123.671944444444,1.04472222222222,122.627222222222
4820,2015-02-25 21:31:05,user2606,2015-02-25 21:17:24,cpn1217,10.1,3.06,1.26,0,brand3,prod109,cat12:cat2,cpn3089,7.22,2.41,0.63,0,brand3,prod87,cat12,cpn1518,14.45,1.6,1.26,1,brand4,prod121,cat12:cat7,1,1,0,245.21,2015-02-25,24,Wednesday,0,0,2015-02-25,5,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,45.2897222222222,122.710277777778,0.228055555555556,122.482222222222
4821,2015-02-25 21:34:48,user1545,2015-02-24 16:16:44,cpn1110,6.02,4.63,1.88,0,brand3,prod1,cat1:cat15,cpn3090,3.66,2.61,1.26,0,brand3,prod60,cat5,cpn408,5.28,0.58,2.2,0,brand2,prod71,cat12:cat9,0,0,0,345.01,2015-02-24,44,Tuesday,0,0,2015-02-25,48,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,16.2786111111111,151.721388888889,29.3011111111111,122.420277777778
4822,2015-02-25 21:37:44,user206,2015-02-25 00:24:54,cpn1501,4.58,1.23,1.26,0,brand11,prod123,cat10,cpn1154,7.36,1.83,0.94,0,brand3,prod60,cat5,cpn1308,4.82,0,1.57,0,brand13,prod77,cat6,0,1,0,316.99,2015-02-25,54,Wednesday,0,0,2015-02-25,44,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,24.4147222222222,143.585277777778,21.2138888888889,122.371388888889
4823,2015-02-25 21:38:34,user2607,2015-02-25 21:36:14,cpn119,4.58,0,1.26,1,brand4,prod35,cat8:cat7,cpn1876,6.44,1.07,1.26,0,brand3,prod27,cat5:cat2,cpn3091,2.32,0.46,1.57,0,brand3,prod58,cat5,0,0,0,970.19,2015-02-25,14,Wednesday,0,0,2015-02-25,34,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,45.6036111111111,122.396388888889,0.0388888888888889,122.3575
4824,2015-02-25 21:40:48,user857,2015-02-24 20:29:00,cpn3092,3.66,0.78,0.63,0,brand19,prod51,cat8,cpn2482,4.17,1.85,1.88,0,brand3,prod171,cat5:cat18:cat4:cat2,cpn731,9.22,4.6,1.57,0,brand19,prod23,cat13,1,1,0,48.26,2015-02-24,0,Tuesday,0,0,2015-02-25,48,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,20.4830555555556,147.516944444444,25.1966666666667,122.320277777778
4825,2015-02-25 21:41:56,user98,2015-02-24 23:13:09,cpn3092,3.66,0.78,0.63,0,brand19,prod51,cat8,cpn1653,3.89,1.56,1.57,0,brand2,prod47,cat11,cpn878,5.19,0,0.94,0,brand3,prod3,cat5,1,0,0,185.33,2015-02-24,9,Tuesday,0,0,2015-02-25,56,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,23.2188888888889,144.781111111111,22.4797222222222,122.301388888889
4826,2015-02-25 21:42:10,user76,2015-02-25 20:58:43,cpn412,8.66,5.09,1.26,0,brand2,prod131,cat1:cat4,cpn455,5.46,1.82,1.57,0,brand3,prod86,cat3,cpn966,2.69,2.69,1.57,1,brand4,prod75,cat5:cat7,0,0,0,210.94,2015-02-25,43,Wednesday,0,0,2015-02-25,10,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,44.9783333333333,123.021666666667,0.724166666666667,122.2975
4827,2015-02-25 21:50:12,user2608,2015-02-25 20:06:07,cpn2741,3.33,3.33,0.63,0,brand3,prod88,cat11,cpn674,21.49,4.77,1.26,0,brand2,prod33,cat1,cpn650,5.51,1.37,2.2,1,brand4,prod59,cat5:cat15:cat2,0,0,0,194.18,2015-02-25,7,Wednesday,0,0,2015-02-25,12,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,44.1016666666667,123.898333333333,1.73472222222222,122.163611111111
4828,2015-02-25 21:53:35,user2609,2015-02-25 08:12:49,cpn196,6.76,2.41,1.57,0,brand6,prod81,cat1,cpn187,6.44,0.85,1.88,0,brand2,prod13,cat3,cpn118,11.07,2.01,0.63,0,brand3,prod17,cat5:cat2,0,0,0,455.46,2015-02-25,49,Wednesday,0,0,2015-02-25,35,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,32.2133333333333,135.786666666667,13.6794444444444,122.107222222222
4829,2015-02-25 21:55:39,user2610,2015-02-25 21:53:42,cpn1682,4.26,3.27,1.57,0,brand2,prod1,cat1,cpn3075,4.17,1.85,1.88,0,brand3,prod171,cat5:cat18,cpn256,4.12,3.43,1.26,0,brand3,prod12,cat5:cat9,0,0,0,296.11,2015-02-25,42,Wednesday,0,0,2015-02-25,39,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,45.8947222222222,122.105277777778,0.0325,122.072777777778
4830,2015-02-25 21:56:15,user2611,2015-02-25 21:23:26,cpn952,2.41,2.41,1.26,0,brand3,prod113,cat11,cpn546,6.21,8.86,1.57,0,brand7,prod40,cat1:cat15,cpn3093,2.73,0,1.26,0,brand25,prod17,cat5:cat9,1,0,0,199.97,2015-02-25,26,Wednesday,0,0,2015-02-25,15,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,45.3902777777778,122.609722222222,0.546944444444444,122.062777777778
4831,2015-02-25 21:57:28,user771,2015-02-24 16:29:58,cpn1594,16.81,12,0.94,0,brand5,prod7,cat1,cpn716,5.51,1.57,1.26,0,brand20,prod108,cat23:cat10:cat5:cat18,cpn276,4.58,2.29,0.94,1,brand4,prod14,cat5:cat7,0,0,0,156.62,2015-02-24,58,Tuesday,0,0,2015-02-25,28,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,16.4991666666667,151.500833333333,29.4583333333333,122.0425
4832,2015-02-25 22:00:31,user1004,2015-02-25 22:00:12,cpn930,2.45,1.22,0.63,0,brand2,prod104,cat8,cpn1056,4.45,0.89,1.57,0,brand2,prod152,cat5,cpn3094,3.24,1.3,1.26,0,brand3,prod37,cat5:cat2,1,0,1,185.47,2015-02-25,12,Wednesday,0,0,2015-02-25,31,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,46.0030555555556,121.996944444444,0.00527777777777778,121.991666666667
4833,2015-02-25 22:00:43,user1833,2015-02-24 14:55:31,cpn782,6.99,2.45,1.57,0,brand2,prod31,cat1,cpn1304,7.36,1.47,0.94,0,brand3,prod17,cat5,cpn792,3.66,0.97,0.94,0,brand3,prod27,cat5:cat2,0,0,0,142.13,2015-02-24,31,Tuesday,0,0,2015-02-25,43,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,14.925,153.075,31.0866666666667,121.988333333333
4834,2015-02-25 22:09:41,user2612,2015-02-25 20:27:52,cpn550,3.06,0.61,0.94,0,brand2,prod68,cat8:cat4:cat9,cpn398,5.51,1.57,1.57,0,brand20,prod108,cat23:cat10:cat5:cat18,cpn1616,2.32,0.72,0.94,1,brand4,prod37,cat5:cat7,0,0,0,149.16,2015-02-25,52,Wednesday,0,0,2015-02-25,41,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,44.4641666666667,123.535833333333,1.69694444444444,121.838888888889
4835,2015-02-25 22:12:16,user1611,2015-02-24 18:04:25,cpn1698,4.03,2.01,0.94,1,brand4,prod104,cat8:cat7,cpn733,6.3,1.8,1.26,0,brand11,prod123,cat10:cat9,cpn174,11.86,5.93,0.63,0,brand3,prod17,cat5:cat2,0,0,0,257.21,2015-02-24,25,Tuesday,0,0,2015-02-25,16,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,18.0733333333333,149.926666666667,28.1308333333333,121.795833333333
4836,2015-02-25 22:15:40,user432,2015-02-25 17:22:57,cpn824,13.2,11.99,0.94,0,brand6,prod31,cat1:cat4,cpn11,3.66,0.73,1.57,1,brand4,prod11,cat3:cat7:cat4,cpn450,2.73,3.03,1.88,0,brand5,prod29,cat5:cat15:cat2,0,0,0,321.3,2015-02-25,57,Wednesday,0,0,2015-02-25,40,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,41.3822222222222,126.617777777778,4.87861111111111,121.739166666667
4837,2015-02-25 22:21:05,user2613,2015-02-25 16:40:28,cpn42,8.43,3.51,1.88,0,brand2,prod31,cat1,cpn678,4.26,0.7,1.26,1,brand4,prod13,cat3:cat7,cpn1137,3.15,2.09,1.57,0,brand5,prod44,cat5:cat2,0,0,0,301.15,2015-02-25,28,Wednesday,0,0,2015-02-25,5,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,40.6741666666667,127.325833333333,5.67694444444444,121.648888888889
4838,2015-02-25 22:22:26,user2614,2015-02-25 22:02:56,cpn3095,8.61,5.74,0.94,0,brand3,prod205,cat12,cpn2234,8.61,5.74,0.94,0,brand3,prod205,cat12,cpn1151,7.22,2.41,1.26,0,brand3,prod87,cat12,1,0,1,351.12,2015-02-25,56,Wednesday,0,0,2015-02-25,26,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,46.0486111111111,121.951388888889,0.325,121.626388888889
4839,2015-02-25 22:23:23,user1815,2015-02-25 21:32:47,cpn1752,5.51,2.11,1.26,0,brand1,prod74,cat1:cat2,cpn2349,4.54,1.51,1.26,0,brand3,prod16,cat10:cat2,cpn1957,6.44,3.9,1.57,0,brand3,prod103,cat5:cat15:cat4,0,1,1,197.05,2015-02-25,47,Wednesday,0,0,2015-02-25,23,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,45.5461111111111,122.453888888889,0.843333333333333,121.610555555556
4840,2015-02-25 22:25:25,user1433,2015-02-24 15:01:40,cpn128,6.44,0,0.94,1,brand4,prod35,cat8:cat7,cpn296,5.74,1.59,1.57,0,brand3,prod28,cat3,cpn1226,3.66,0.73,1.57,1,brand4,prod75,cat5:cat7,0,0,0,139.95,2015-02-24,40,Tuesday,0,0,2015-02-25,25,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,15.0275,152.9725,31.3958333333333,121.576666666667
4841,2015-02-25 22:29:02,user863,2015-02-24 16:25:58,cpn387,9.96,1.99,0.94,0,brand6,prod42,cat1:cat4,cpn873,8.06,0.94,2.51,0,brand3,prod28,cat3:cat15:cat9,cpn1222,2.87,1.91,1.26,1,brand4,prod44,cat5:cat7,0,0,0,195.34,2015-02-24,58,Tuesday,0,0,2015-02-25,2,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,16.4325,151.5675,30.0511111111111,121.516388888889
4842,2015-02-25 22:36:10,user855,2015-02-25 22:07:59,cpn572,4.4,2.44,1.57,0,brand2,prod30,cat1,cpn949,4.58,4.58,1.26,0,brand2,prod13,cat3,cpn696,5.09,5.09,1.57,0,brand2,prod52,cat5,1,0,0,275.96,2015-02-25,59,Wednesday,0,0,2015-02-25,10,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,46.1327777777778,121.867222222222,0.469722222222222,121.3975
4843,2015-02-25 22:51:07,user2615,2015-02-24 17:26:08,cpn3070,3.66,0.91,1.57,0,brand2,prod208,cat21,cpn2411,20.01,1.67,1.57,0,brand3,prod109,cat12,cpn3046,10.14,3.38,1.26,0,brand3,prod109,cat12:cat2,0,0,0,185.43,2015-02-24,8,Tuesday,0,0,2015-02-25,7,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,17.4352777777778,150.564722222222,29.4163888888889,121.148333333333
4844,2015-02-25 22:56:54,user552,2015-02-25 13:55:36,cpn622,8.71,3.62,0.94,1,brand4,prod33,cat1:cat7,cpn765,5.51,1.37,2.2,0,brand2,prod86,cat3,cpn1708,5.51,1.69,1.88,0,brand5,prod37,cat5:cat15:cat2,0,0,0,184.13,2015-02-25,36,Wednesday,0,0,2015-02-25,54,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,37.9263888888889,130.073611111111,9.02166666666667,121.051944444444
4845,2015-02-25 23:07:30,user467,2015-02-25 22:21:18,cpn1490,2.32,2.32,1.88,0,brand3,prod10,cat1,cpn504,8.06,1.57,1.26,0,brand3,prod28,cat3,cpn90,3.43,0.48,2.2,1,brand4,prod37,cat5:cat7,0,0,0,193.81,2015-02-25,18,Wednesday,0,0,2015-02-25,30,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,46.3547222222222,121.645277777778,0.77,120.875277777778
4846,2015-02-25 23:21:58,user1579,2015-02-24 14:37:56,cpn1031,2.5,2.27,0.94,0,brand2,prod38,cat1,cpn43,3.75,1.07,0.94,0,brand2,prod8,cat3,cpn158,2.69,2.69,1.57,1,brand4,prod75,cat5:cat7:cat4,0,0,0,227.06,2015-02-24,56,Tuesday,0,0,2015-02-25,58,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,14.6319444444444,153.368055555556,32.7338888888889,120.634166666667
4847,2015-02-25 23:22:51,user349,2015-02-25 22:51:43,cpn88,9.63,9.63,1.26,1,brand4,prod40,cat1:cat7,cpn734,7.04,0.01,0.94,0,brand3,prod82,cat5,cpn343,3.66,3.33,1.26,0,brand3,prod57,cat5:cat4:cat2,1,1,1,265.17,2015-02-25,43,Wednesday,0,0,2015-02-25,51,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,46.8616666666667,121.138333333333,0.518888888888889,120.619444444444
4848,2015-02-25 23:25:05,user2616,2015-02-24 15:15:39,cpn205,6.25,2.5,0.63,0,brand2,prod51,cat8:cat4:cat9,cpn69,7.32,1.35,1.26,0,brand3,prod46,cat3,cpn586,5.93,5.38,1.57,0,brand5,prod100,cat2,0,0,0,422.53,2015-02-24,39,Tuesday,0,0,2015-02-25,5,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,15.2605555555556,152.739444444444,32.1572222222222,120.582222222222
4849,2015-02-25 23:28:58,user2617,2015-02-24 14:37:11,cpn3096,8.52,4.26,1.57,0,brand2,prod7,cat1,cpn729,6.3,1.87,2.2,0,brand2,prod28,cat3,cpn1124,4.91,3.77,2.51,1,brand4,prod4,cat5:cat7,0,0,0,267.95,2015-02-24,11,Tuesday,0,0,2015-02-25,58,Wednesday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,14.6194444444444,153.380555555556,32.8630555555556,120.5175
4850,2015-02-26 01:08:06,user1014,2015-02-24 16:48:51,cpn649,3.24,324.17,1.26,1,brand4,prod15,cat8:cat7,cpn2255,7.87,4.37,1.57,0,brand3,prod114,cat5,cpn2879,5.09,1.27,1.26,0,brand3,prod39,cat5,0,0,0,141.94,2015-02-24,51,Tuesday,0,0,2015-02-26,6,Thursday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,16.8138888888889,151.186111111111,32.3208333333333,118.865277777778
4851,2015-02-26 01:43:20,user492,2015-02-26 01:16:56,cpn1682,4.26,3.27,1.57,0,brand2,prod1,cat1,cpn61,4.35,1.44,1.26,0,brand8,prod43,cat3:cat14,cpn138,3.98,3.98,0.94,0,brand2,prod3,cat5:cat4:cat2,1,1,0,189.69,2015-02-26,56,Thursday,0,0,2015-02-26,20,Thursday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,49.2819444444444,118.718055555556,0.44,118.278055555556
4852,2015-02-26 02:30:06,user1557,2015-02-24 14:50:39,cpn418,7.36,2.45,1.26,0,brand6,prod33,cat1:cat4,cpn1207,6.02,1,1.26,0,brand3,prod43,cat3,cpn198,6.02,3.01,0.94,0,brand3,prod82,cat5,0,0,0,226.92,2015-02-24,39,Tuesday,0,0,2015-02-26,6,Thursday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,14.8438888888889,153.156111111111,35.6575,117.498611111111
4853,2015-02-26 04:33:59,user1588,2015-02-25 10:57:26,cpn216,3.89,1.95,0.94,0,brand2,prod30,cat1:cat4,cpn1890,9.03,1.81,1.57,0,brand3,prod2,cat3,cpn2647,6.44,1.29,1.26,1,brand4,prod3,cat5,1,0,0,246.51,2015-02-25,26,Wednesday,0,0,2015-02-26,59,Thursday,0,0,8,2015-03-03 00:00:01,2015-02-24 00:00:01,34.9569444444444,133.043055555556,17.6091666666667,115.433888888889
