orderID,orderTime,userID,couponsReceived,basketValue,couponID1,price1,basePrice1,reward1,premiumProduct1,brand1,productGroup1,categoryIDs1,coupon1Used,couponID2,price2,basePrice2,reward2,premiumProduct2,brand2,productGroup2,categoryIDs2,coupon2Used,couponID3,price3,basePrice3,reward3,premiumProduct3,brand3,productGroup3,categoryIDs3,coupon3Used
4816,2015-02-25 21:10:55,user748,2015-02-24 17:06:45,205.94,cpn180,6.11,2.04,1.26,0,brand3,prod74,cat1,0,cpn142,9.59,1.07,0.94,0,brand3,prod2,cat16:cat3:cat2,0,cpn514,7.36,1.47,0.94,0,brand3,prod17,cat5,1
4817,2015-02-25 21:11:39,user252,2015-02-25 21:09:02,321.76,cpn119,4.58,0,1.26,1,brand4,prod35,cat8:cat7,1,cpn1182,7.36,1.53,1.57,0,brand3,prod28,cat3,0,cpn1924,9.22,3.69,1.26,0,brand3,prod12,cat5,0
4818,2015-02-25 21:13:43,user567,2015-02-24 16:05:49,287.31,cpn448,8.15,8.15,1.26,0,brand2,prod40,cat1,0,cpn425,7.59,3.8,1.57,0,brand3,prod86,cat3,0,cpn3023,4.17,1.85,1.88,0,brand3,prod171,cat5:cat18,0
4819,2015-02-25 21:22:23,user2605,2015-02-25 20:19:42,189.64,cpn530,6.67,1.67,1.57,0,brand6,prod33,cat1,0,cpn567,9.59,1.18,0.94,0,brand3,prod2,cat16:cat3:cat2,1,cpn1690,5.42,1.15,1.26,0,brand3,prod171,cat5:cat18,0
4820,2015-02-25 21:31:05,user2606,2015-02-25 21:17:24,245.21,cpn1217,10.1,3.06,1.26,0,brand3,prod109,cat12:cat2,1,cpn3089,7.22,2.41,0.63,0,brand3,prod87,cat12,1,cpn1518,14.45,1.6,1.26,1,brand4,prod121,cat12:cat7,0
4821,2015-02-25 21:34:48,user1545,2015-02-24 16:16:44,345.01,cpn1110,6.02,4.63,1.88,0,brand3,prod1,cat1:cat15,0,cpn3090,3.66,2.61,1.26,0,brand3,prod60,cat5,0,cpn408,5.28,0.58,2.2,0,brand2,prod71,cat12:cat9,0
4822,2015-02-25 21:37:44,user206,2015-02-25 00:24:54,316.99,cpn1501,4.58,1.23,1.26,0,brand11,prod123,cat10,0,cpn1154,7.36,1.83,0.94,0,brand3,prod60,cat5,1,cpn1308,4.82,0,1.57,0,brand13,prod77,cat6,0
4823,2015-02-25 21:38:34,user2607,2015-02-25 21:36:14,970.19,cpn119,4.58,0,1.26,1,brand4,prod35,cat8:cat7,0,cpn1876,6.44,1.07,1.26,0,brand3,prod27,cat5:cat2,0,cpn3091,2.32,0.46,1.57,0,brand3,prod58,cat5,0
4824,2015-02-25 21:40:48,user857,2015-02-24 20:29:00,48.26,cpn3092,3.66,0.78,0.63,0,brand19,prod51,cat8,1,cpn2482,4.17,1.85,1.88,0,brand3,prod171,cat5:cat18:cat4:cat2,1,cpn731,9.22,4.6,1.57,0,brand19,prod23,cat13,0
4825,2015-02-25 21:41:56,user98,2015-02-24 23:13:09,185.33,cpn3092,3.66,0.78,0.63,0,brand19,prod51,cat8,1,cpn1653,3.89,1.56,1.57,0,brand2,prod47,cat11,0,cpn878,5.19,0,0.94,0,brand3,prod3,cat5,0
4826,2015-02-25 21:42:10,user76,2015-02-25 20:58:43,210.94,cpn412,8.66,5.09,1.26,0,brand2,prod131,cat1:cat4,0,cpn455,5.46,1.82,1.57,0,brand3,prod86,cat3,0,cpn966,2.69,2.69,1.57,1,brand4,prod75,cat5:cat7,0
4827,2015-02-25 21:50:12,user2608,2015-02-25 20:06:07,194.18,cpn2741,3.33,3.33,0.63,0,brand3,prod88,cat11,0,cpn674,21.49,4.77,1.26,0,brand2,prod33,cat1,0,cpn650,5.51,1.37,2.2,1,brand4,prod59,cat5:cat15:cat2,0
4828,2015-02-25 21:53:35,user2609,2015-02-25 08:12:49,455.46,cpn196,6.76,2.41,1.57,0,brand6,prod81,cat1,0,cpn187,6.44,0.85,1.88,0,brand2,prod13,cat3,0,cpn118,11.07,2.01,0.63,0,brand3,prod17,cat5:cat2,0
4829,2015-02-25 21:55:39,user2610,2015-02-25 21:53:42,296.11,cpn1682,4.26,3.27,1.57,0,brand2,prod1,cat1,0,cpn3075,4.17,1.85,1.88,0,brand3,prod171,cat5:cat18,0,cpn256,4.12,3.43,1.26,0,brand3,prod12,cat5:cat9,0
4830,2015-02-25 21:56:15,user2611,2015-02-25 21:23:26,199.97,cpn952,2.41,2.41,1.26,0,brand3,prod113,cat11,1,cpn546,6.21,8.86,1.57,0,brand7,prod40,cat1:cat15,0,cpn3093,2.73,0,1.26,0,brand25,prod17,cat5:cat9,0
4831,2015-02-25 21:57:28,user771,2015-02-24 16:29:58,156.62,cpn1594,16.81,12,0.94,0,brand5,prod7,cat1,0,cpn716,5.51,1.57,1.26,0,brand20,prod108,cat23:cat10:cat5:cat18,0,cpn276,4.58,2.29,0.94,1,brand4,prod14,cat5:cat7,0
4832,2015-02-25 22:00:31,user1004,2015-02-25 22:00:12,185.47,cpn930,2.45,1.22,0.63,0,brand2,prod104,cat8,1,cpn1056,4.45,0.89,1.57,0,brand2,prod152,cat5,0,cpn3094,3.24,1.3,1.26,0,brand3,prod37,cat5:cat2,1
4833,2015-02-25 22:00:43,user1833,2015-02-24 14:55:31,142.13,cpn782,6.99,2.45,1.57,0,brand2,prod31,cat1,0,cpn1304,7.36,1.47,0.94,0,brand3,prod17,cat5,0,cpn792,3.66,0.97,0.94,0,brand3,prod27,cat5:cat2,0
4834,2015-02-25 22:09:41,user2612,2015-02-25 20:27:52,149.16,cpn550,3.06,0.61,0.94,0,brand2,prod68,cat8:cat4:cat9,0,cpn398,5.51,1.57,1.57,0,brand20,prod108,cat23:cat10:cat5:cat18,0,cpn1616,2.32,0.72,0.94,1,brand4,prod37,cat5:cat7,0
4835,2015-02-25 22:12:16,user1611,2015-02-24 18:04:25,257.21,cpn1698,4.03,2.01,0.94,1,brand4,prod104,cat8:cat7,0,cpn733,6.3,1.8,1.26,0,brand11,prod123,cat10:cat9,0,cpn174,11.86,5.93,0.63,0,brand3,prod17,cat5:cat2,0
4836,2015-02-25 22:15:40,user432,2015-02-25 17:22:57,321.3,cpn824,13.2,11.99,0.94,0,brand6,prod31,cat1:cat4,0,cpn11,3.66,0.73,1.57,1,brand4,prod11,cat3:cat7:cat4,0,cpn450,2.73,3.03,1.88,0,brand5,prod29,cat5:cat15:cat2,0
4837,2015-02-25 22:21:05,user2613,2015-02-25 16:40:28,301.15,cpn42,8.43,3.51,1.88,0,brand2,prod31,cat1,0,cpn678,4.26,0.7,1.26,1,brand4,prod13,cat3:cat7,0,cpn1137,3.15,2.09,1.57,0,brand5,prod44,cat5:cat2,0
4838,2015-02-25 22:22:26,user2614,2015-02-25 22:02:56,351.12,cpn3095,8.61,5.74,0.94,0,brand3,prod205,cat12,1,cpn2234,8.61,5.74,0.94,0,brand3,prod205,cat12,0,cpn1151,7.22,2.41,1.26,0,brand3,prod87,cat12,1
4839,2015-02-25 22:23:23,user1815,2015-02-25 21:32:47,197.05,cpn1752,5.51,2.11,1.26,0,brand1,prod74,cat1:cat2,0,cpn2349,4.54,1.51,1.26,0,brand3,prod16,cat10:cat2,1,cpn1957,6.44,3.9,1.57,0,brand3,prod103,cat5:cat15:cat4,1
4840,2015-02-25 22:25:25,user1433,2015-02-24 15:01:40,139.95,cpn128,6.44,0,0.94,1,brand4,prod35,cat8:cat7,0,cpn296,5.74,1.59,1.57,0,brand3,prod28,cat3,0,cpn1226,3.66,0.73,1.57,1,brand4,prod75,cat5:cat7,0
4841,2015-02-25 22:29:02,user863,2015-02-24 16:25:58,195.34,cpn387,9.96,1.99,0.94,0,brand6,prod42,cat1:cat4,0,cpn873,8.06,0.94,2.51,0,brand3,prod28,cat3:cat15:cat9,0,cpn1222,2.87,1.91,1.26,1,brand4,prod44,cat5:cat7,0
4842,2015-02-25 22:36:10,user855,2015-02-25 22:07:59,275.96,cpn572,4.4,2.44,1.57,0,brand2,prod30,cat1,1,cpn949,4.58,4.58,1.26,0,brand2,prod13,cat3,0,cpn696,5.09,5.09,1.57,0,brand2,prod52,cat5,0
4843,2015-02-25 22:51:07,user2615,2015-02-24 17:26:08,185.43,cpn3070,3.66,0.91,1.57,0,brand2,prod208,cat21,0,cpn2411,20.01,1.67,1.57,0,brand3,prod109,cat12,0,cpn3046,10.14,3.38,1.26,0,brand3,prod109,cat12:cat2,0
4844,2015-02-25 22:56:54,user552,2015-02-25 13:55:36,184.13,cpn622,8.71,3.62,0.94,1,brand4,prod33,cat1:cat7,0,cpn765,5.51,1.37,2.2,0,brand2,prod86,cat3,0,cpn1708,5.51,1.69,1.88,0,brand5,prod37,cat5:cat15:cat2,0
4845,2015-02-25 23:07:30,user467,2015-02-25 22:21:18,193.81,cpn1490,2.32,2.32,1.88,0,brand3,prod10,cat1,0,cpn504,8.06,1.57,1.26,0,brand3,prod28,cat3,0,cpn90,3.43,0.48,2.2,1,brand4,prod37,cat5:cat7,0
4846,2015-02-25 23:21:58,user1579,2015-02-24 14:37:56,227.06,cpn1031,2.5,2.27,0.94,0,brand2,prod38,cat1,0,cpn43,3.75,1.07,0.94,0,brand2,prod8,cat3,0,cpn158,2.69,2.69,1.57,1,brand4,prod75,cat5:cat7:cat4,0
4847,2015-02-25 23:22:51,user349,2015-02-25 22:51:43,265.17,cpn88,9.63,9.63,1.26,1,brand4,prod40,cat1:cat7,1,cpn734,7.04,0.01,0.94,0,brand3,prod82,cat5,1,cpn343,3.66,3.33,1.26,0,brand3,prod57,cat5:cat4:cat2,1
4848,2015-02-25 23:25:05,user2616,2015-02-24 15:15:39,422.53,cpn205,6.25,2.5,0.63,0,brand2,prod51,cat8:cat4:cat9,0,cpn69,7.32,1.35,1.26,0,brand3,prod46,cat3,0,cpn586,5.93,5.38,1.57,0,brand5,prod100,cat2,0
4849,2015-02-25 23:28:58,user2617,2015-02-24 14:37:11,267.95,cpn3096,8.52,4.26,1.57,0,brand2,prod7,cat1,0,cpn729,6.3,1.87,2.2,0,brand2,prod28,cat3,0,cpn1124,4.91,3.77,2.51,1,brand4,prod4,cat5:cat7,0
4850,2015-02-26 01:08:06,user1014,2015-02-24 16:48:51,141.94,cpn649,3.24,324.17,1.26,1,brand4,prod15,cat8:cat7,0,cpn2255,7.87,4.37,1.57,0,brand3,prod114,cat5,0,cpn2879,5.09,1.27,1.26,0,brand3,prod39,cat5,0
4851,2015-02-26 01:43:20,user492,2015-02-26 01:16:56,189.69,cpn1682,4.26,3.27,1.57,0,brand2,prod1,cat1,1,cpn61,4.35,1.44,1.26,0,brand8,prod43,cat3:cat14,1,cpn138,3.98,3.98,0.94,0,brand2,prod3,cat5:cat4:cat2,0
4852,2015-02-26 02:30:06,user1557,2015-02-24 14:50:39,226.92,cpn418,7.36,2.45,1.26,0,brand6,prod33,cat1:cat4,0,cpn1207,6.02,1,1.26,0,brand3,prod43,cat3,0,cpn198,6.02,3.01,0.94,0,brand3,prod82,cat5,0
4853,2015-02-26 04:33:59,user1588,2015-02-25 10:57:26,246.51,cpn216,3.89,1.95,0.94,0,brand2,prod30,cat1:cat4,1,cpn1890,9.03,1.81,1.57,0,brand3,prod2,cat3,0,cpn2647,6.44,1.29,1.26,1,brand4,prod3,cat5,0
4854,2015-02-26 06:48:59,user2618,2015-02-26 06:18:57,210.25,cpn2599,3.57,0,0.94,0,brand3,prod70,cat8:cat24,1,cpn2547,5.51,0.92,1.57,0,brand3,prod13,cat3,0,cpn1015,8.8,0,1.57,0,brand3,prod55,cat5,0
4855,2015-02-26 06:53:23,user2619,2015-02-26 05:39:22,434.76,cpn530,6.67,1.67,1.57,0,brand6,prod33,cat1,0,cpn1019,5.37,2.23,1.57,0,brand3,prod46,cat3,0,cpn2194,8.15,9.05,0.94,0,brand3,prod4,cat5:cat9,0
4856,2015-02-26 07:08:46,user2620,2015-02-24 19:24:33,106.1,cpn572,4.4,2.44,1.57,0,brand2,prod30,cat1,0,cpn206,5,1.34,1.57,0,brand7,prod46,cat3,0,cpn3,12.92,12.92,2.2,0,brand3,prod3,cat5:cat4:cat2,0
4857,2015-02-26 07:30:13,user2621,2015-02-24 16:31:02,308.52,cpn635,4.91,8.18,1.57,0,brand2,prod40,cat1,0,cpn962,2.73,2.73,1.26,1,brand17,prod108,cat23:cat7,0,cpn1296,4.82,0,1.57,0,brand13,prod77,cat6,0
4858,2015-02-26 07:35:35,user2622,2015-02-25 18:21:03,268.92,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,1,cpn1291,8.15,2.12,1.57,0,brand3,prod28,cat3,0,cpn1204,7.36,0,0.94,0,brand3,prod18,cat5:cat2,0
4859,2015-02-26 07:37:54,user2279,2015-02-26 07:22:21,94.19,cpn1703,3.89,0.78,0.94,0,brand3,prod164,cat8:cat4,0,cpn445,6.44,0.89,1.57,0,brand2,prod28,cat3,0,cpn496,4.58,4.58,1.26,0,brand5,prod44,cat5:cat2,0
4860,2015-02-26 07:55:23,user354,2015-02-26 07:50:14,186.03,cpn1214,2.73,1.36,1.26,0,brand3,prod106,cat8,0,cpn157,2.73,0.45,0.63,0,brand2,prod11,cat3:cat4,0,cpn3097,4.58,1.83,2.51,0,brand2,prod14,cat5:cat2,0
4861,2015-02-26 08:08:57,user753,2015-02-24 16:57:37,333.06,cpn2643,2.73,2.73,1.26,0,brand6,prod38,cat1,0,cpn610,3.52,1.17,1.88,1,brand4,prod142,cat10:cat7,0,cpn3082,5.19,1.04,2.51,0,brand3,prod24,cat5,0
4862,2015-02-26 08:21:20,user2623,2015-02-26 07:30:18,216.36,cpn3098,5.28,3519.56,2.2,1,brand4,prod118,cat27:cat11,0,cpn358,7.78,1.95,1.26,0,brand3,prod74,cat1,0,cpn949,4.58,4.58,1.26,0,brand2,prod13,cat3,0
4863,2015-02-26 08:28:42,user511,2015-02-26 08:01:41,248.04,cpn681,2.5,4.17,0.94,0,brand14,prod1,cat1,0,cpn379,8.1,0.9,1.26,0,brand3,prod2,cat3:cat2:cat17,0,cpn53,4.58,3.06,1.57,0,brand5,prod39,cat5:cat18:cat2,1
4864,2015-02-26 08:29:52,user332,2015-02-26 08:15:06,185.24,cpn1990,17.55,3.51,0.94,0,brand3,prod114,cat5,0,cpn3099,5.51,0,2.2,0,brand2,prod225,cat13,0,cpn2465,4.58,0.92,1.26,0,brand3,prod23,cat13,1
4865,2015-02-26 08:36:03,user916,2015-02-24 15:48:30,292.68,cpn667,21.07,4.21,1.26,0,brand7,prod1,cat1,0,cpn996,5.37,0.89,1.88,0,brand3,prod13,cat3,0,cpn230,3.98,3.98,1.88,0,brand5,prod44,cat5:cat2,0
4866,2015-02-26 08:41:09,user168,2015-02-26 08:17:47,224.14,cpn2021,8.01,8.01,0.94,0,brand2,prod40,cat1,0,cpn3100,3.24,1.3,1.26,0,brand3,prod37,cat5:cat2,0,cpn3101,3.33,8.34,1.57,0,brand3,prod115,cat13,0
4867,2015-02-26 08:42:04,user777,2015-02-24 14:58:01,343.94,cpn1758,4.35,1.81,0.63,0,brand2,prod31,cat1,0,cpn2832,4.45,1.19,1.88,0,brand3,prod171,cat5:cat18,0,cpn956,3.43,1.29,1.57,0,brand3,prod103,cat5:cat19,0
4868,2015-02-26 08:45:04,user2023,2015-02-24 14:36:14,115.5,cpn3102,3.33,6.67,3.14,0,brand3,prod63,cat5,0,cpn1992,3.06,7.27,1.26,0,brand3,prod63,cat5:cat18,0,cpn3103,3.06,7.64,1.26,0,brand3,prod63,cat5,0
4869,2015-02-26 09:04:35,user584,2015-02-26 08:39:05,373.4,cpn852,6.44,2.14,0.94,0,brand3,prod74,cat1,0,cpn3104,3.15,1.74,1.26,0,brand3,prod37,cat5,0,cpn834,3.06,1.53,0.94,0,brand3,prod99,cat5,0
4870,2015-02-26 09:20:55,user2624,2015-02-25 21:24:14,268.6,cpn36,5.33,4.44,0.94,0,brand7,prod1,cat1,0,cpn2019,12.6,1.26,0.94,0,brand2,prod26,cat3,0,cpn1139,5.74,1.15,3.14,0,brand3,prod24,cat5,0
4871,2015-02-26 09:27:53,user951,2015-02-26 08:33:48,228.68,cpn751,5.51,3.94,1.57,0,brand6,prod1,cat1,0,cpn64,3.89,1.39,0.94,1,brand4,prod46,cat3:cat7,0,cpn1473,5.46,4.2,1.57,1,brand4,prod37,cat5:cat7,0
4872,2015-02-26 09:40:07,user2061,2015-02-26 09:14:01,186.58,cpn1160,4.12,2.29,1.57,1,brand4,prod132,cat8:cat7:cat15,0,cpn633,3.33,0.67,0.63,1,brand4,prod11,cat3:cat7,1,cpn1127,3.66,0.73,1.26,0,brand5,prod58,cat5:cat2,0
4873,2015-02-26 09:46:47,user1888,2015-02-24 08:03:56,200.06,cpn2998,6.02,4.01,1.88,0,brand3,prod1,cat1:cat15,1,cpn455,5.46,1.82,1.57,0,brand3,prod86,cat3,0,cpn272,15.7,15.7,1.26,0,brand3,prod17,cat5:cat9,1
4874,2015-02-26 09:47:39,user1696,2015-02-26 08:56:08,197.56,cpn462,6.16,5.13,1.57,0,brand3,prod40,cat1,0,cpn14,5.74,0.88,1.57,1,brand4,prod13,cat3:cat7,0,cpn1288,3.94,0,2.2,0,brand5,prod64,cat5:cat15:cat2,0
4875,2015-02-26 09:58:23,user186,2015-02-26 09:11:22,135.36,cpn824,13.2,11.99,0.94,0,brand6,prod31,cat1:cat4,0,cpn1395,4.35,0.96,1.26,0,brand3,prod86,cat3,0,cpn3084,5.84,1.95,1.26,0,brand3,prod60,cat5,0
4876,2015-02-26 10:12:52,user173,2015-02-26 09:35:38,194.22,cpn1922,7.18,1.59,0.63,0,brand3,prod104,cat8:cat4:cat2,0,cpn3105,4.17,1.39,1.26,0,brand11,prod66,cat11,0,cpn575,6.76,0,1.57,0,brand3,prod141,cat6,1
4877,2015-02-26 10:15:40,user2625,2015-02-25 12:27:08,197.19,cpn278,2.41,1.2,1.57,0,brand2,prod68,cat8:cat4:cat9,0,cpn1156,4.82,7.41,0.94,1,brand4,prod63,cat5:cat7,0,cpn295,3.06,0.31,1.88,1,brand4,prod75,cat5:cat7,0
4878,2015-02-26 10:19:50,user1503,2015-02-26 09:18:40,98.55,cpn1174,7.27,2.5,1.26,0,brand1,prod51,cat8:cat19,0,cpn1197,9.22,1.84,1.57,0,brand3,prod2,cat3,1,cpn24,6.21,1.24,1.57,1,brand4,prod19,cat5,0
4879,2015-02-26 10:23:27,user2626,2015-02-26 09:43:22,193.39,cpn570,4.08,2.04,1.57,0,brand3,prod1,cat1:cat9,1,cpn422,4.58,1.83,1.57,0,brand3,prod36,cat3,1,cpn1584,8.8,4.4,0.94,0,brand3,prod114,cat5,1
4880,2015-02-26 10:23:56,user1165,2015-02-26 09:49:57,141.62,cpn94,8.89,3.7,1.26,0,brand6,prod33,cat1,1,cpn805,4.08,0.68,1.26,0,brand2,prod13,cat3,0,cpn1924,9.22,3.69,1.26,0,brand3,prod12,cat5,1
4881,2015-02-26 10:28:53,user456,2015-02-26 09:28:27,187.79,cpn411,6.11,3.06,1.26,0,brand5,prod106,cat8,1,cpn206,5,1.34,1.57,0,brand7,prod46,cat3,1,cpn812,8.29,1.66,1.26,1,brand4,prod3,cat5:cat7:cat15,1
4882,2015-02-26 10:39:22,user2627,2015-02-26 10:26:56,188.25,cpn1328,17.55,3.51,0.94,0,brand3,prod114,cat5,0,cpn342,25.89,0,0.94,0,brand3,prod114,cat5:cat9,1,cpn1291,8.15,2.12,1.57,0,brand3,prod28,cat3,0
4883,2015-02-26 10:44:43,user1179,2015-02-26 10:36:55,187.46,cpn1693,5.37,0.08,3.14,0,brand3,prod40,cat1,1,cpn1118,2.64,0.66,1.26,0,brand3,prod37,cat5:cat2,0,cpn3106,4.54,0,2.2,0,brand3,prod223,cat21,0
4884,2015-02-26 10:58:40,user2628,2015-02-24 15:34:29,187.23,cpn1281,5.93,5.38,1.57,0,brand3,prod168,cat1,0,cpn825,6.39,2.13,0.94,0,brand2,prod42,cat1,0,cpn1039,4.35,1.74,0.94,0,brand8,prod43,cat3:cat14,0
4885,2015-02-26 11:12:52,user1593,2015-02-26 09:47:24,370.85,cpn2643,2.73,2.73,1.26,0,brand6,prod38,cat1,0,cpn319,9.17,1.05,1.26,0,brand3,prod28,cat3,0,cpn727,5.93,4.56,1.26,0,brand5,prod100,cat2,0
4886,2015-02-26 11:19:29,user2629,2015-02-26 10:58:48,185.8,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,0,cpn228,9.59,1.07,0.94,0,brand3,prod2,cat16:cat3:cat2,0,cpn1787,3.06,1.22,1.57,0,brand3,prod64,cat5,0
4887,2015-02-26 11:20:30,user862,2015-02-25 19:18:50,188.3,cpn424,7.32,4.87,1.57,0,brand1,prod1,cat1,0,cpn2319,7.32,2.93,0.94,1,brand4,prod86,cat3:cat7,0,cpn1429,4.58,2.29,1.26,1,brand4,prod14,cat5:cat7,0
4888,2015-02-26 11:25:56,user150,2015-02-26 11:19:39,114.02,cpn622,8.71,3.62,0.94,1,brand4,prod33,cat1:cat7,0,cpn1457,3.33,1.9,1.57,0,brand3,prod28,cat3,0,cpn1453,5.37,23.87,1.26,1,brand1,prod63,cat5:cat7:cat2,0
4889,2015-02-26 11:33:32,user640,2015-02-26 11:13:48,268.6,cpn3107,2.41,0.96,0.94,0,brand3,prod83,cat8:cat4:cat9,0,cpn2179,3.89,3.89,1.57,0,brand2,prod52,cat5:cat4,0,cpn3108,3.33,11.11,1.57,0,brand2,prod72,cat5,0
4890,2015-02-26 11:34:30,user310,2015-02-26 09:45:57,374.93,cpn1995,6.21,3.1,1.88,0,brand3,prod40,cat1,0,cpn459,9.82,1.31,3.14,0,brand2,prod26,cat3,0,cpn155,3.15,0,1.26,0,brand5,prod64,cat5:cat2,0
4891,2015-02-26 11:35:54,user2321,2015-02-26 09:40:30,209.6,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,1,cpn504,8.06,1.57,1.26,0,brand3,prod28,cat3,0,cpn1715,2.55,1.58,1.26,1,brand4,prod29,cat5:cat7:cat4,1
4892,2015-02-26 11:43:11,user2630,2015-02-26 11:21:27,220.48,cpn437,6.95,2.32,1.26,0,brand2,prod1,cat1,0,cpn342,25.89,0,0.94,0,brand3,prod114,cat5:cat9,1,cpn2049,4.58,0.54,1.26,0,brand2,prod9,cat5,1
4893,2015-02-26 11:44:15,user2030,2015-02-25 21:13:51,141.57,cpn2846,3.29,0.55,3.14,1,brand4,prod117,cat11:cat7,0,cpn1056,4.45,0.89,1.57,0,brand2,prod152,cat5,0,cpn3109,4.35,0,1.88,0,brand2,prod129,cat13,0
4894,2015-02-26 11:52:23,user175,2015-02-25 10:52:57,347.05,cpn875,26.95,5.98,0.94,0,brand6,prod7,cat1,0,cpn2653,7.69,2.13,0.94,1,brand4,prod86,cat3,0,cpn1928,13.85,0,1.26,0,brand5,prod3,cat5:cat2,0
4895,2015-02-26 11:55:12,user1591,2015-02-24 15:30:42,99.52,cpn444,12.5,15.62,0.94,0,brand5,prod40,cat1:cat2,0,cpn166,8.1,0.9,1.26,0,brand12,prod2,cat16:cat3:cat4:cat2:cat17,0,cpn1328,17.55,3.51,0.94,0,brand3,prod114,cat5,0
4896,2015-02-26 12:02:11,user2631,2015-02-24 14:47:48,770.32,cpn890,9.49,3.51,1.57,0,brand2,prod31,cat1,0,cpn703,3.8,1.02,1.57,0,brand3,prod73,cat5,0,cpn2084,3.52,0.94,1.57,0,brand3,prod73,cat5,0
4897,2015-02-26 12:03:23,user672,2015-02-26 11:12:46,379.37,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,0,cpn166,8.1,0.9,1.26,0,brand12,prod2,cat16:cat3:cat4:cat2:cat17,0,cpn1437,2.64,2.64,1.57,1,brand4,prod75,cat5:cat7:cat2,0
4898,2015-02-26 12:17:24,user2632,2015-02-25 10:12:42,193.34,cpn1297,4.12,1.65,1.26,0,brand2,prod68,cat8,0,cpn643,4.08,1.5,1.26,0,brand3,prod103,cat5,0,cpn1987,2.92,1.86,1.26,0,brand3,prod157,cat16:cat5,0
4899,2015-02-26 12:22:05,user2633,2015-02-26 12:07:32,196.4,cpn759,4.58,2.29,1.57,0,brand1,prod1,cat1:cat2,0,cpn338,8.1,0.9,1.26,0,brand3,prod2,cat16:cat3:cat4:cat2:cat17,0,cpn3110,3.89,1.04,1.26,0,brand3,prod27,cat5,0
4900,2015-02-26 12:36:18,user1573,2015-02-26 11:09:59,128.19,cpn566,2.73,2.09,1.57,0,brand6,prod38,cat1,0,cpn2174,3.33,1.67,0.94,0,brand9,prod93,cat10:cat2,0,cpn1559,2.59,4.32,2.2,1,brand4,prod4,cat5:cat7,0
4901,2015-02-26 12:38:26,user1116,2015-02-25 17:08:04,1747.37,cpn566,2.73,2.09,1.57,0,brand6,prod38,cat1,0,cpn1000,3.52,4.14,1.88,0,brand5,prod103,cat5:cat15:cat4:cat2,0,cpn340,8.52,1.7,1.26,0,brand3,prod18,cat5,0
4902,2015-02-26 12:39:13,user1511,2015-02-24 16:44:31,313.7,cpn1752,5.51,2.11,1.26,0,brand1,prod74,cat1:cat2,1,cpn8,4.17,1.39,1.26,1,brand4,prod8,cat3:cat7,0,cpn668,4.26,1.7,1.26,1,brand4,prod49,cat5:cat7:cat4,0
4903,2015-02-26 12:54:44,user1901,2015-02-26 09:52:24,174.5,cpn824,13.2,11.99,0.94,0,brand6,prod31,cat1:cat4,0,cpn2386,3.33,0.6,1.57,0,brand11,prod142,cat10,0,cpn558,2.73,2.73,1.57,1,brand4,prod75,cat5:cat7,0
4904,2015-02-26 12:56:50,user354,2015-02-26 07:50:14,204.23,cpn1214,2.73,1.36,1.26,0,brand3,prod106,cat8,0,cpn157,2.73,0.45,0.63,0,brand2,prod11,cat3:cat4,0,cpn3097,4.58,1.83,2.51,0,brand2,prod14,cat5:cat2,0
4905,2015-02-26 13:01:56,user314,2015-02-25 12:56:26,211.27,cpn622,8.71,3.62,0.94,1,brand4,prod33,cat1:cat7,0,cpn898,9.17,1.05,1.26,0,brand3,prod28,cat3:cat9,0,cpn1072,3.66,0,0.94,1,brand4,prod52,cat5:cat7,0
4906,2015-02-26 13:20:44,user1932,2015-02-24 16:45:26,864.19,cpn387,9.96,1.99,0.94,0,brand6,prod42,cat1:cat4,0,cpn745,4.45,0.74,1.57,0,brand2,prod13,cat3,0,cpn1661,9.22,2.96,1.26,0,brand20,prod108,cat23:cat5:cat18,0
4907,2015-02-26 13:22:49,user607,2015-02-24 17:47:47,223.03,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,0,cpn37,7.59,0.84,1.88,0,brand8,prod28,cat3:cat14,0,cpn281,5.23,4.19,1.57,0,brand5,prod29,cat5:cat15:cat2,0
4908,2015-02-26 13:26:04,user1915,2015-02-26 13:12:40,377.61,cpn213,12.32,2.73,0.94,0,brand2,prod76,cat1,0,cpn3044,3.52,1.85,0.94,0,brand3,prod114,cat5,0,cpn3111,2.32,1.16,1.57,0,brand3,prod39,cat5,0
4909,2015-02-26 13:32:29,user1781,2015-02-26 08:55:31,241.83,cpn604,4.17,0.83,1.26,1,brand4,prod11,cat3:cat7:cat4:cat9,0,cpn11,3.66,0.73,1.57,1,brand4,prod11,cat3:cat7:cat4,0,cpn633,3.33,0.67,0.63,1,brand4,prod11,cat3:cat7,0
4910,2015-02-26 13:49:04,user361,2015-02-26 13:47:04,189.59,cpn180,6.11,2.04,1.26,0,brand3,prod74,cat1,0,cpn1049,3.89,0.52,1.26,0,brand2,prod8,cat3,0,cpn2509,5.09,0.69,1.57,0,brand3,prod171,cat5:cat18,0
