"orderID","userID","userID_fac","order_num_times","order_total_times","basket_value","ave_basket_value","med_basket_value","basket_value_over500","num_couponUsed_perorder","num_order_couponUsed_peruser","total_num_couponUsed","total_num_coupon1Used","total_num_coupon2Used","total_num_coupon3Used"
5475,"16f6e50a56eb70e36db7ff13ded78415",280,1,1,473.52,473.52,473.52,0,1,1,1,0,0,1
5476,"efeeec5d5ea967b76d7cbb205a8302d6",2791,4,5,138.14,195.214,211.78,0,0,1,1,0,1,0
5477,"219cc0471489acd72c4d6e5e35d80359",417,3,3,242.8,289.45,242.8,0,0,0,0,0,0,0
5478,"4fa8f5976cf0c067c65910a3d7a0d95e",954,3,3,430.59,511.71,458.05,1,0,0,0,0,0,0
5479,"045e1c940232770965e5a0094f59f285",45,1,1,240.02,240.02,240.02,0,1,1,1,0,1,0
5480,"9c4d6753dd33f6671d6d81bbf2a2a242",1842,3,4,275.41,268.495,281.29,0,0,0,0,0,0,0
5481,"223ddfa53f0486db919f9d0f0aa3f0b4",428,1,1,200.61,200.61,200.61,0,0,0,0,0,0,0
5482,"03b3339049e3ca955f449d22974dd774",31,2,2,229.84,248.06,248.06,0,0,0,0,0,0,0
5483,"452fbaebd4fc0b3af0d5dc8c3537d9e0",819,4,4,188.11,326.7975,314.12,0,0,1,1,0,0,1
5484,"bb077deaa7fa107e353c8e4e774bd0a7",2191,2,2,278.14,300.37,300.37,0,3,1,3,1,1,1
5485,"eed6bc10a169d750717339c01dbdccf2",2781,5,6,151.16,235.048333333333,195.245,0,0,1,1,0,1,0
5486,"0d1545d582bc712f12631d671b0d3b14",135,5,5,205.57,200.364,195.98,0,0,0,0,0,0,0
5487,"2bc3a1b67e892d1e40bf585714c8ee3d",543,4,4,92.81,106.0975,104.08,0,2,4,8,4,3,1
5488,"8877a81d04e853bc31c50da2bd2afaff",1596,7,7,144.95,151.454285714286,144.95,0,3,4,10,4,2,4
5489,"5190b782e9ccf45c258738b51127aa04",976,1,1,186.21,186.21,186.21,0,1,1,1,1,0,0
5490,"f227cccaf80cecda8f56672c7ecbd1ee",2811,4,4,164.72,190.715,196.235,0,1,1,1,0,0,1
5491,"9ddbc3f477d31b609f962555d72503ad",1860,9,9,327.23,337.631111111111,345.1,0,1,5,6,1,4,1
5492,"b48dc9c8691b60fcc7900d54a4d8131b",2125,14,14,185.61,213.41,185.73,1,1,9,12,8,1,3
5493,"916d89febda56cca0652fc0a3b119ae0",1715,1,1,188.16,188.16,188.16,0,1,1,1,0,0,1
5494,"f57dc18dce3077af01d85ce7cb187b3c",2851,1,1,185.19,185.19,185.19,0,2,1,2,1,1,0
5495,"7de5f8b6cd9445584ee1542a1d161d34",1476,1,1,305.09,305.09,305.09,0,0,0,0,0,0,0
5496,"70a40af3d508e0c91ee7ad8197314be3",1313,1,1,313.38,313.38,313.38,0,3,1,3,1,1,1
5497,"2c6ab2b64e7396892a18985ea4c285fd",556,4,4,263.55,278.15,281.17,0,0,1,2,1,1,0
5498,"589791472d65d331c029de8eae0cf3f1",1056,1,2,236.64,229.23,229.23,0,0,0,0,0,0,0
5499,"2ae4316a71f0f19bb75b2a44310f1174",534,7,7,189.5,457.621428571429,462.91,1,2,2,3,1,2,0
5500,"a77fa5a12b6ced19ed0a85cfeebb1142",1979,3,3,190.8,216.39,227.47,0,1,2,2,1,0,1
5501,"a861c2fa3b3a5936365727a81bb09f05",1992,1,1,136.34,136.34,136.34,0,0,0,0,0,0,0
5502,"167ff5c98014fe964e512fbdecf7046a",271,3,3,185.89,180.316666666667,185.89,0,0,0,0,0,0,0
5503,"a3a011ae0799eedb149e1caf5aba7940",1928,3,3,205.43,210.476666666667,205.43,0,2,1,2,1,0,1
5504,"25484902c7308d8de1a13cc718ab5a95",470,6,6,159.03,261.271666666667,297.1,0,0,3,3,1,1,1
5505,"4cfc2366e80045a8bb5082c23bf6f3c0",917,5,6,140.6,229.273333333333,235.74,0,0,2,3,2,1,0
5506,"b317323f60f8a770807f01e793041244",2101,1,1,225.16,225.16,225.16,0,2,1,2,1,1,0
5507,"a263ae07110fe9c788eb27cd9daf2999",1909,5,5,173.06,180.072,173.06,0,1,1,1,1,0,0
5508,"e6ce1600daf0a086d24722bf48031c74",2694,5,5,252.16,225.326,230.48,0,0,0,0,0,0,0
5509,"e8eaaeba8c190f440691f81151e3f2b2",2714,6,6,143.75,120.946666666667,121.61,0,2,6,11,6,2,3
5510,"1f29a3bd996887e8ae843871e59d81ee",386,3,3,343.2,323.473333333333,330.51,0,1,2,2,1,0,1
5511,"6c92759d20305e360e0bbfa7d3e99c7d",1270,1,1,185.56,185.56,185.56,0,1,1,1,1,0,0
5512,"23d77753f0ac940858fb68c0fe934090",451,4,4,262.44,264.73,255.375,0,0,0,0,0,0,0
5513,"ff88956a3439bc182297847eb071cd74",2954,2,2,135.55,129.135,129.135,0,1,2,3,0,2,1
5514,"cef1179bdf2c97197a915abfea6c577a",2407,3,3,259.94,224.343333333333,225.95,0,2,2,4,2,2,0
5515,"15a562b34874408111f5ac9c47447746",253,4,4,236.27,230.935,225.99,0,0,0,0,0,0,0
5516,"f7a64b22aff12861791b8ab0ab80a36d",2874,4,4,129.9,144.3375,145.275,0,0,0,0,0,0,0
5517,"0d798f8206be062ebb0fb830f1b19a8b",143,3,3,208.86,231.443333333333,208.86,0,0,2,4,2,2,0
5518,"41c2e3ae17f25d5f3302973400500623",776,2,2,221.27,203.51,203.51,0,2,2,3,1,1,1
5519,"b422e2a9562cbaa9982b9f7f27caf6de",2119,2,2,198.67,203.555,203.555,0,0,1,1,1,0,0
5520,"44705d842bddb7856b910dde04cbf9d3",812,5,5,211.64,180.34,186.49,0,0,1,1,1,0,0
5521,"800b33cd1575976728aecbd7d9add596",1497,3,3,156.48,146.88,156.48,0,1,2,2,0,1,1
5522,"41f5430d73dffb53c622eb568c029198",778,2,2,194.22,203.44,203.44,0,2,2,4,2,0,2
5523,"4d699b924c32c6e4f83b8055807110b8",923,3,3,185.52,193.746666666667,194.87,0,0,2,2,0,2,0
5524,"dbe8972147635c5cf2386cf3716eb471",2566,4,4,94.47,128.1975,109.595,0,0,3,3,0,3,0
5525,"737ff246f1d4b7438b80ef92e011d8d1",1351,9,9,234.1,213.344444444444,191.68,0,0,3,3,0,1,2
5526,"8399b3b96274528c3b2b05c17b4c1114",1536,1,1,185.7,185.7,185.7,0,0,0,0,0,0,0
5527,"caccdd366e40ee060019c1f031c685be",2367,4,4,335.05,350.5075,339.335,0,2,4,10,3,3,4
5528,"b74bd4ab22f28698e4447650426cc686",2157,1,1,192.09,192.09,192.09,0,0,0,0,0,0,0
5529,"4eff70685ea5db54dc1cca387c3b0aaa",937,7,7,259.85,303.98,259.85,1,0,2,2,1,1,0
5530,"3239ab0c04224b027804617f9564676b",625,1,1,360.57,360.57,360.57,0,0,0,0,0,0,0
5531,"895710f6ca7f8d92ce7b2ccc3008327a",1611,1,1,408.36,408.36,408.36,0,0,0,0,0,0,0
5532,"e8aa4ad4de0c73dbd4e8428062911f18",2711,6,6,196.63,205.076666666667,192.72,0,0,0,0,0,0,0
5533,"b4626b9aaf71b406cbbddb315e16d27c",2122,4,4,241.41,255.595,255.93,0,1,1,1,1,0,0
5534,"7dfb93c01577166e56cf7e4d6032493f",1478,4,5,307.92,250.872,210.85,0,1,2,2,2,0,0
5535,"0a033cf4873380fa0fa03696310f0e55",94,1,1,176.16,176.16,176.16,0,0,0,0,0,0,0
5536,"dcc870229ed54d045746ce2587bbeacd",2580,12,13,139.3,145.581538461538,141.48,0,0,4,4,0,2,2
5537,"eebb99e07f742d2d1711ffc72728a4dd",2778,5,5,227.71,205.424,191.77,0,1,5,9,4,2,3
5538,"b2963bab23ecd087db2528291f49d5a5",2095,7,7,207.42,163.87,144.9,0,2,6,11,3,4,4
5539,"3a8932bc3f7ada6a81714cd30a914cde",706,1,1,259.71,259.71,259.71,0,0,0,0,0,0,0
5540,"ecc90803eb8e25dd3efae8af42acbf7e",2758,4,4,209.65,198.115,201.89,0,2,2,3,2,1,0
5541,"fa51fc9ec106559910a286a59822ce48",2894,1,1,319.86,319.86,319.86,0,0,0,0,0,0,0
5542,"9e6799dd558c4779d078b2ab5f712a84",1866,9,9,365.2,359.072222222222,358.76,0,1,1,1,0,0,1
5543,"a289227cbf21ff32586d4f7aafca502c",1911,3,3,185.47,176.5,185.47,0,2,3,5,3,1,1
5544,"d6ee29620015af557548c924742cab9f",2504,1,1,187.97,187.97,187.97,0,0,0,0,0,0,0
5545,"41c0294d385e276814672addb3eef086",775,4,4,269.43,246.345,262.205,0,0,2,3,1,1,1
5546,"7ce2305e51f3461f35b188b77b297814",1462,3,4,200.29,200.9275,203.58,0,1,2,3,2,0,1
5547,"5c68ed2d6e78e6567034c54bff03370c",1098,6,6,278.79,256.913333333333,254.96,0,1,5,10,2,5,3
5548,"7a3d63a9f87f9f89b754f202be836433",1425,1,1,147.17,147.17,147.17,0,1,1,1,1,0,0
5549,"fcc53da364e1b5e10003c0e264c18176",2919,6,6,246.09,258.256666666667,270.73,0,1,5,7,2,3,2
5550,"0db8ad604e7d860e89cf0675e3a04248",149,3,3,194.97,235.92,214.69,0,0,1,1,0,1,0
5551,"74acb2ce80484a2492dde23fada48cf5",1366,1,1,209.83,209.83,209.83,0,2,1,2,0,1,1
5552,"7b2873c808e0dfc61f6f40eaae874d80",1441,1,1,191.91,191.91,191.91,0,0,0,0,0,0,0
5553,"47423ef2ddfdd83e87e206cb219a151c",843,5,5,149.95,138.3,137.17,0,1,3,3,2,1,0
5554,"b8438f2568f6de9135d7cf353c76d197",2168,4,4,380.67,337.925,344.5,0,0,0,0,0,0,0
5555,"4296fd6548fcbd66e4f946e92e97c203",790,4,4,238.22,255.575,242.805,0,1,1,1,0,1,0
5556,"8b493331a0aa4fcdaa81d629a1caeaf7",1637,2,2,356.17,299.025,299.025,0,2,1,2,1,0,1
5557,"8e3408fa1acc99abbe24b04bb1bd1aa6",1679,6,6,188.02,201.596666666667,193.95,0,2,6,15,5,6,4
5558,"160fbb96fafe7a7540ebeb8b6158456e",259,1,1,301.06,301.06,301.06,0,0,0,0,0,0,0
5559,"cc97210fcca79156a14a1a4b719699fc",2387,2,2,792.13,537.1,537.1,1,0,1,2,1,1,0
5560,"1e749b0f86c4e76e32477fcafca7d826",377,5,5,303.19,344.13,330.84,0,0,1,1,0,0,1
5561,"b7f887c4a2bdeefc8a1ad83153f5cf3e",2163,5,5,226.97,248.222,233.26,0,2,4,6,3,1,2
5562,"a2e52fca8ffa91efd873fa56991b13f2",1918,6,6,221.92,291.72,297.91,0,1,3,3,2,1,0
5563,"fd77d378588801eef804a64343df399d",2928,1,1,454.3,454.3,454.3,0,1,1,1,0,1,0
5564,"4691fffa03aa98f650eb31c60bbc8889",831,9,9,187.46,186.767777777778,186.68,0,0,6,6,3,2,1
5565,"459f3a904e4c09fbc5795631344cf8f4",824,1,1,315.19,315.19,315.19,0,0,0,0,0,0,0
5566,"937716f85ec9a0f0474ae3bed062eb27",1739,7,7,201.36,203.077142857143,201.22,0,0,1,1,1,0,0
5567,"38f71c38fa1ef645e237795bca021060",692,1,1,101.93,101.93,101.93,0,1,1,1,1,0,0
5568,"62280d2687f4caa82a5978db0cfc3c8a",1161,1,1,320.7,320.7,320.7,0,2,1,2,1,0,1
5569,"cf7d0e0d9556bd5bece1b03169e39f32",2419,7,7,105.63,101.278571428571,97.11,0,1,2,4,2,1,1
5570,"62fbaf2c6f10bca0189db8a5f638d3ac",1171,7,7,208.21,240.508571428571,178.76,1,0,0,0,0,0,0
5571,"c431d9b911861717f20bb333bba921b8",2293,1,1,151.57,151.57,151.57,0,0,0,0,0,0,0
5572,"0b21ca0cd43262bbd46e1e0cb90701f8",112,9,9,138.88,146.91,138.88,0,1,3,5,1,1,3
5573,"5d07edab6135662b7c1cd58b3eb0f360",1109,2,2,466.25,479.91,479.91,0,1,1,1,0,0,1
5574,"7805f99dd2a9663aae15c2f9e8b74eed",1399,1,1,157.45,157.45,157.45,0,0,0,0,0,0,0
5575,"5ecb227f92fa6ecd80bd62b3f5403bc7",1126,1,1,185.8,185.8,185.8,0,0,0,0,0,0,0
5576,"50459a24dfd450857131ea8d8063b6c8",960,3,3,199.97,237.616666666667,208.16,0,0,0,0,0,0,0
5577,"3165c7809f61da2c27de4c1c5df31a1d",609,1,1,206.87,206.87,206.87,0,0,0,0,0,0,0
5578,"657e189a314cbf41aa28390ac3f14980",1191,1,1,185.43,185.43,185.43,0,1,1,1,1,0,0
5579,"445cb5bea081e90a11fa783ae4b272c1",811,6,6,188.99,190.178333333333,189.845,0,0,1,1,0,0,1
5580,"982f549fddcf8dfe2b9130a9a4740097",1791,1,1,377.1,377.1,377.1,0,1,1,1,1,0,0
5581,"cb7e0ed9c0a302b6154bb1b14dad58f1",2375,1,1,327.74,327.74,327.74,0,1,1,1,0,0,1
5582,"475661fb2aa79fdcb4a06f027d78ff5d",845,3,3,220.2,170.496666666667,146.57,0,1,2,2,1,0,1
5583,"5d959b312710d2bd96ffaf1be5e277db",1118,3,3,232.01,288.276666666667,264.38,0,0,1,1,1,0,0
5584,"2c5ba28bda92b6e98e7a247ba5242bf6",554,4,4,204.74,187.57,191.61,0,2,1,2,1,0,1
5585,"71c4b8c654dc9c6738242b4c0970375b",1333,4,4,93.41,155.3,168.705,0,1,2,2,2,0,0
5586,"d014c8cf86a833c5dd453de0671d4bdd",2427,8,8,187.28,205.57,187.3,0,1,3,4,2,2,0
5587,"a3259b1b6e5f55de2fc32cb932ff978e",1921,2,2,732.58,415.47,415.47,1,1,1,1,0,0,1
5588,"f1cc66453701d93b5ec3cef81f41dd1d",2806,4,4,99.61,102.82,97.99,0,0,1,1,1,0,0
5589,"81fd689694fda12e6d876fba507de93b",1520,9,10,180.79,221.31,200.66,0,0,4,6,1,4,1
5590,"db841cbf27cfcdd95efe3b6d475bf4ee",2558,10,10,464.17,407.319,452.24,2,1,7,12,4,5,3
5591,"bd552f2c041f1d5b519c860373a096e9",2220,3,3,213.49,460.536666666667,584.06,2,0,0,0,0,0,0
5592,"96e864d4a507497a687e71fc183316a6",1782,3,3,349.36,365.6,349.36,0,1,2,2,1,0,1
5593,"f62020992f07d96a6c90606d5d64d5d3",2857,4,4,230.62,197.42,207.955,0,0,3,5,0,2,3
5594,"2b2ed3c29278ce0ceadae9f1187d765a",537,5,6,145.6,196.48,200.85,0,1,3,3,1,1,1
5595,"bb374f23bed677d38b3eb73f9b13017a",2193,6,6,238.73,206.233333333333,220.04,0,0,2,3,1,2,0
5596,"dc0bf304951daef2e86317eeefc8188f",2568,4,4,203.76,267.2675,245.19,0,1,2,2,0,2,0
5597,"2119af66a296e1098d3a23236ed5265f",411,11,11,93.69,110.9,104.34,0,1,1,1,0,1,0
5598,"f93dce3719c7969f43552aff431ba902",2888,4,4,166.16,141.825,144,0,0,0,0,0,0,0
5599,"89b10ca6376c418ebd260b338f0a885e",1617,3,3,187.6,191.293333333333,189.18,0,0,1,1,0,1,0
5600,"f740bfefd9a0e6db62c8b0ff719c43bc",2868,1,2,189.82,188.18,188.18,0,0,0,0,0,0,0
5601,"a3f03d8d897ba88d3bba548aca83efe4",1931,1,1,230.3,230.3,230.3,0,1,1,1,1,0,0
5602,"0b411b8f3e6923f3fbc132ef80f9a5c2",115,3,3,100.96,128.59,139.12,0,0,0,0,0,0,0
5603,"7ca1c10fef1c070e305a1be6aa1178c0",1461,9,9,193.67,222.19,217.98,0,1,3,4,2,1,1
5604,"0c4cdede50da572b36e70f92d5da5029",127,1,2,93.92,100.705,100.705,0,0,0,0,0,0,0
5605,"8f83338abc88727361fcbbb6631eb6de",1698,4,4,192.42,215.6175,200.08,0,0,1,1,0,1,0
5606,"ec808a8fd8b281b431639a8547df3642",2753,1,1,112.07,112.07,112.07,0,0,0,0,0,0,0
5607,"2e08193848ddd36650dd9a4952fe7547",574,4,4,102.3,118.915,97.9,0,2,3,4,3,0,1
5608,"2bab1752b217fdd3704199dead8fa372",542,28,30,727.67,506.875,526.845,17,0,12,13,7,2,4
5609,"373e14cb04f2710c56b9f3e74e9fd3d2",673,1,1,188.16,188.16,188.16,0,1,1,1,0,1,0
5610,"6969e434bf88b4b3af78104f903cbb38",1238,5,5,389.47,350.038,352.6,0,0,0,0,0,0,0
5611,"e49c9dfdfa4559ccede83a15ab2f304e",2670,3,3,188.9,176.613333333333,188.9,0,0,0,0,0,0,0
5612,"98bdd838e2f105c298ada2ba9bfed0f0",1795,12,12,102.53,160.8475,130.225,0,1,3,5,2,2,1
5613,"13076fef3eb1c1560b0d7ce4db44c305",225,8,8,1024.42,438.12125,293.885,3,0,2,4,1,1,2
5614,"ba3c092a74d4cfc2fad7ae5d35218461",2186,5,5,5067.1,6695.214,7404.23,5,2,4,6,2,3,1
5615,"e8849e761af6465d9daa238269da5da6",2708,2,2,349.73,270.335,270.335,0,0,1,1,0,0,1
5616,"ccd6a20f58429e178966a5108e14e3aa",2391,4,4,647.23,448.8475,423.32,2,1,3,3,3,0,0
5617,"366765c21dbe9bea81b8b3cbe990e783",666,5,5,187.69,202.882,200.38,0,0,2,2,1,1,0
5618,"6d89518d7bbcc93bc85e02a230034597",1279,2,2,94.38,124.275,124.275,0,0,1,1,0,1,0
5619,"03e895710ad3c1eba8b20dbdaf126e5e",36,8,8,206.59,191.77,193.115,0,1,5,8,5,1,2
5620,"f54a5231292e81393a2808adf13a6d9c",2848,5,5,534.28,321.726,298.84,1,0,2,3,1,0,2
5621,"8436ead59a6c78bac249a71f76248230",1544,5,5,212.89,214.148,213.63,0,0,2,3,2,1,0
5622,"bc28dcb73c970a0d54bb14edcf45c3cc",2206,1,1,149.44,149.44,149.44,0,1,1,1,1,0,0
5623,"ebc0ff47cb4af27c01c7a790a3010aa5",2747,4,4,190.84,216.9975,203.235,0,0,1,1,1,0,0
5624,"bb11de996f8eb98e997f5b145d36294e",2192,2,2,127.21,133.975,133.975,0,2,1,2,1,0,1
5625,"be47a9bbfba16ee6d6d7c5d929465e13",2234,2,2,219.23,227.8,227.8,0,0,0,0,0,0,0
5626,"ae87d19df1d0d2433af369353d0120f8",2048,4,4,187.88,186.445,186.1,0,2,3,4,1,3,0
5627,"1de9ff532eefd8092cfadeb88924dd18",369,6,6,261.74,185.881666666667,158.36,0,0,1,1,0,1,0
5628,"6fe9707e474f355e5c7004fad4d3cab3",1305,1,1,163.29,163.29,163.29,0,0,0,0,0,0,0
5629,"294ae1a990738f5ea5447f4757310e00",511,9,9,324.12,330.024444444444,324.12,0,0,6,7,1,3,3
5630,"ee1dc187597d756e6f7e274e598449b3",2771,2,2,100.03,97.645,97.645,0,0,0,0,0,0,0
5631,"589791472d65d331c029de8eae0cf3f1",1056,2,2,221.82,229.23,229.23,0,0,0,0,0,0,0
5632,"864ee416b0dffc5cedf0a64549d762fb",1568,7,7,245.44,187.395714285714,162.13,0,2,6,9,4,5,0
5633,"486bf435e350356aa3332ae1c9ebde68",859,1,1,173.43,173.43,173.43,0,0,0,0,0,0,0
5634,"119d5767ff79fd096303af64c0876de1",207,1,1,300.41,300.41,300.41,0,0,0,0,0,0,0
5635,"65a0d0952882311ff62bbf63d23ead34",1192,8,8,200.24,198.7325,194.085,0,0,3,4,1,2,1
5636,"bf23e175f796724280ea5099d0d555ac",2244,9,9,96.14,105.298888888889,99.2,0,0,4,4,0,2,2
5637,"af5eaa3997b99b943786ac5502873a1a",2059,4,5,189.27,193.398,191.49,0,1,2,2,1,1,0
5638,"a36ad328c12c6a46a852ba61415d760f",1923,7,7,145.04,179.034285714286,186.77,0,0,0,0,0,0,0
5639,"87be8cfc6e10913a9b2c1793aaf8d74b",1582,3,3,254.1,274.34,275.41,0,3,3,7,3,2,2
5640,"711f2accf3d0070f90d1fe01a9ff47b7",1319,8,8,329.68,329.8425,299.835,1,1,4,6,2,3,1
5641,"7be50f11b4d62627acb25d949ba09b70",1452,6,6,112.9,126.54,110.585,0,1,2,2,0,1,1
5642,"180e7ecef0ea6f94575f3c366079d8dd",297,4,4,193.48,238.415,216.315,0,0,1,1,0,1,0
5643,"e6b4336248651bb27ec8912c0c858d62",2691,2,2,256.51,256.07,256.07,0,2,1,2,1,0,1
5644,"3e0582999cff2c9d727c82c8cca2cd25",735,4,4,829.04,953.175,915.06,4,0,0,0,0,0,0
5645,"2c9e1a95434eb79778c631ef76589859",559,4,4,185.29,187.485,187.835,0,0,2,2,0,1,1
5646,"e1594b863498901fc13c509176c98bb0",2623,2,2,390.35,452.425,452.425,1,0,0,0,0,0,0
5647,"e424c1e6f5c0f15172c7df26b3a94f1a",2659,1,1,196.22,196.22,196.22,0,0,0,0,0,0,0
5648,"0a10a89e905247545e69afa79f21dc27",96,6,6,319.26,268.668333333333,293.885,0,0,1,1,1,0,0
5649,"43efc7c79af1e2d0d42a798284ac7c13",807,5,5,250.49,213.49,200.38,0,0,1,1,1,0,0
5650,"060304b3c0fd6ab8bd37789612ef630e",61,1,1,203.16,203.16,203.16,0,1,1,1,0,0,1
5651,"f36cae18dfe8534695e05c7873fe94dd",2825,7,7,1136.45,510.481428571429,359.6,2,0,1,1,0,0,1
5652,"15128d48c193016630724fb88f7b0007",251,10,10,187,203.097,186.975,0,0,5,7,4,2,1
5653,"2b87dd3e6940b521120f0aa42670ebdc",541,1,1,95.86,95.86,95.86,0,0,0,0,0,0,0
5654,"32e6efd5daac5a61cd0e9cdd6d54d921",627,7,7,207.1,194.78,186.86,0,1,2,2,1,1,0
5655,"fe762ca42d670e124e1db11fb1b7af16",2942,4,4,100.21,150.355,145.205,0,0,0,0,0,0,0
5656,"3cca376ba19a74e09575df5b44384d62",730,5,5,265.03,254.926,253.59,0,0,1,1,0,1,0
5657,"e90a7ecc67e2fde0c2b2b02c6246d70b",2716,2,2,292.86,239.28,239.28,0,1,2,2,1,0,1
5658,"54672331b4158a64247e052e1c2a42d8",1007,3,3,205.15,217.036666666667,205.38,0,0,0,0,0,0,0
5659,"766036af89702c488db52f8d1e6e95f4",1384,1,1,152.45,152.45,152.45,0,2,1,2,1,1,0
5660,"03c41f884db2e2978fc34b192664ec64",32,4,4,274.76,313.7275,294.855,0,0,1,1,1,0,0
5661,"de2dcce162133f309f9e26293a1ee023",2592,1,1,186.49,186.49,186.49,0,1,1,1,1,0,0
5662,"7453093c58355b84d687ed4045699643",1359,1,1,200.57,200.57,200.57,0,3,1,3,1,1,1
5663,"c8148e201fe54fc48019e6e880d7a4f8",2338,1,1,203.76,203.76,203.76,0,0,0,0,0,0,0
5664,"48175635f8a946aeddb5a591693786f1",854,5,5,1386.01,720.24,655.75,3,0,0,0,0,0,0
5665,"882036a02a7b9b8108adc378b3932ac5",1587,1,1,141.2,141.2,141.2,0,0,0,0,0,0,0
5666,"ce26c571d2a23018c8f14d6181ab3fb0",2400,2,2,196.45,192.14,192.14,0,0,1,1,0,1,0
5667,"e35f759c2c0ac88dc417954b2ce842e9",2650,2,2,201.91,440.64,440.64,1,0,0,0,0,0,0
5668,"5150446dd4372adaf370db765d04cfa9",971,2,2,460.41,416.465,416.465,0,1,2,2,0,1,1
5669,"4169e9387ad8487c7fbff85aa5146ce4",772,4,4,199.23,220.195,215.16,0,0,0,0,0,0,0
5670,"91fd19e7ba26995d00a01ebf2f020b03",1721,6,6,247.06,224.486666666667,233.815,0,1,4,5,3,1,1
5671,"e64e4167c8585216bfb8bdcd95027668",2686,4,4,186.58,189.825,188.11,0,1,2,3,1,1,1
5672,"cd7c4c7ccaf4e39c4fdbd7c30e3a1f77",2395,5,5,190.84,194.418,193.71,0,0,0,0,0,0,0
5673,"5c92589ca0fd0031c79bc064677a6f96",1102,1,1,194.09,194.09,194.09,0,0,0,0,0,0,0
5674,"da4b60be623e7b2737d3fd890db530f9",2547,5,5,420.82,254.614,205.11,0,1,4,5,2,2,1
5675,"fe7e6df9a157db819df588ed0d56413a",2943,3,3,332.64,179.973333333333,113.64,0,0,0,0,0,0,0
5676,"5238031af6b1259d116df9f7790de584",981,3,3,232.62,210.096666666667,209.65,0,1,2,2,2,0,0
5677,"f5bb9e59119a4b66b67fefb03e513a30",2853,3,3,446.34,410.136666666667,444.34,0,0,0,0,0,0,0
5678,"dac164b7e090be0652296f619288ffed",2551,2,2,190.01,206.125,206.125,0,0,0,0,0,0,0
5679,"3dbfb6dfb5a4802b6e9128f61c2e6271",733,1,1,109.66,109.66,109.66,0,3,1,3,1,1,1
5680,"a54de638191a119e01c551dc8437c10e",1952,3,3,210.11,210.356666666667,210.11,0,1,3,3,2,1,0
5681,"b08c305450c21d0a919c119d7d6d1209",2069,10,10,188.9,191.515,191.26,0,1,10,15,6,4,5
5682,"167e773a8b57dae3aff5cb6ef727f248",268,2,2,232.06,193.065,193.065,0,0,0,0,0,0,0
5683,"e64f5a0a7314864cfae43f0cdf038efd",2687,8,8,117.35,165.61625,157.035,0,0,4,4,2,1,1
5684,"339d1b74d4524fcafb9f8d7f930ba6c7",638,2,2,219,198.785,198.785,0,1,2,2,2,0,0
5685,"73213859004e4f5cf66064af1e00877e",1348,2,2,190.61,189.22,189.22,0,1,1,1,0,1,0
5686,"9f2280f4f74ab7340b726658d7a834bc",1876,1,1,382.75,382.75,382.75,0,1,1,1,1,0,0
5687,"f60f4dd56d78806d75dddd310d00b75f",2855,1,3,550.16,478.566666666667,550.16,2,0,0,0,0,0,0
5688,"6e04e7020f041b55bab26719bf901322",1285,4,4,248.41,223.5975,206.245,0,0,0,0,0,0,0
5689,"f60f4dd56d78806d75dddd310d00b75f",2855,2,3,550.16,478.566666666667,550.16,2,0,0,0,0,0,0
5690,"608e48d3145af547256b022659388ccb",1141,4,4,240.81,384.5225,251.045,1,0,3,4,2,0,2
5691,"f60f4dd56d78806d75dddd310d00b75f",2855,3,3,335.38,478.566666666667,550.16,2,0,0,0,0,0,0
5692,"080f3a0b6dc76aee8fcdec33efbc8c2e",79,9,9,96.51,144.618888888889,109.38,0,0,3,3,2,0,1
5693,"5225b113ac7f26f260ee666cfba8e839",980,1,1,189.55,189.55,189.55,0,0,0,0,0,0,0
5694,"1af189ba003fd4843d7d784089ddc1e3",332,3,3,146.43,144.253333333333,146.2,0,2,3,5,3,2,0
5695,"a87e0b609be16465903d4539593bffc9",1993,1,1,389.19,389.19,389.19,0,0,0,0,0,0,0
5696,"1e88e96a3df518b26c95a74e7e78b791",378,2,2,226.09,260.475,260.475,0,0,1,2,1,0,1
5697,"0859f77029a2d1e987705c4f97cb367a",82,7,7,193.39,189.11,187.79,0,0,0,0,0,0,0
5698,"6f74737fc8dfb14c1babc857507037c5",1299,3,3,121.15,134.146666666667,139.72,0,1,2,2,1,0,1
5699,"848c925fac9d10831bb758b694c99ca7",1550,2,2,372.24,343.945,343.945,0,1,1,1,0,1,0
5700,"57b5d142ed7c6a580f7bdf61cde0cdac",1047,4,4,113.64,159.3625,159.585,0,0,2,3,0,2,1
5701,"5206fc00590bec06614ba93433bd2ef7",979,2,2,833.07,907.93,907.93,2,0,0,0,0,0,0
5702,"1c8dc3fa9ef6d8734fa26e5af8be0b0b",350,10,10,144.26,131.263,128,0,0,5,9,3,4,2
5703,"a186b3b5a8045985ff6953fa93e672c9",1900,3,3,271.19,280.13,271.19,0,0,0,0,0,0,0
5704,"e27f3aa4c00445cdff39c07bf5869f06",2644,3,3,203.67,193.806666666667,200.85,0,0,1,2,1,0,1
5705,"8a9cb585394ea221ac2d6557341be70d",1630,3,6,355.11,353.793333333333,353.88,0,1,5,5,4,0,1
5706,"22a16b9bedf91a7c074818c149c2535b",436,2,2,122.54,164.47,164.47,0,0,0,0,0,0,0
5707,"8954d878ce5aa76c3f77c4715c00215b",1610,4,4,140.88,185.4375,197.88,0,0,1,1,0,1,0
