"","couponID","price","basePrice","reward","brand","productGroup","catSub1","catSub2","catSub3","catSub4","catSub5","nSubCats"
"4979","cpn1903",2.73,1.82,0.94,"brand1","prod104","cat8","cat2",NA,NA,NA,2
"4984","cpn1905",3.66,1.82,1.57,"brand3","prod106","cat8","cat15",NA,NA,NA,2
"5008","cpn1909",5.37,1.34,2.2,"brand4","prod194","cat11","cat7",NA,NA,NA,2
"5016","cpn1910",2.87,3.58,1.26,"brand4","prod12","cat5","cat7",NA,NA,NA,2
"5035","cpn1914",5,1.85,0.94,"brand4","prod51","cat8","cat7",NA,NA,NA,2
"5036","cpn1915",8.71,8.71,1.26,"brand5","prod114","cat5","cat2",NA,NA,NA,2
"5094","cpn1927",16.63,6.65,1.26,"brand3","prod114","cat5","cat2",NA,NA,NA,2
"5112","cpn1928",13.85,0,1.26,"brand5","prod3","cat5","cat2",NA,NA,NA,2
"5137","cpn1930",7.22,1.81,1.26,"brand3","prod20","cat16","cat12",NA,NA,NA,2
"5140","cpn1931",2.73,1.82,0.63,"brand3","prod39","cat5","cat26",NA,NA,NA,2
"5141","cpn1932",7.22,1.2,1.88,"brand4","prod145","cat12","cat7",NA,NA,NA,2
"5184","cpn1938",4.35,1.16,1.26,"brand5","prod27","cat5","cat2",NA,NA,NA,2
"5212","cpn1940",9.08,4.58,1.26,"brand3","prod109","cat12","cat2",NA,NA,NA,2
"5224","cpn1944",10.79,4.9,1.26,"brand2","prod7","cat1","cat4",NA,NA,NA,2
"5238","cpn1948",6.95,2.52,0.94,"brand3","prod17","cat5","cat4",NA,NA,NA,2
"5250","cpn1952",3.66,4.35,1.57,"brand3","prod39","cat5","cat18",NA,NA,NA,2
"5256","cpn1954",6.44,1.29,1.57,"brand3","prod199","cat13","cat9",NA,NA,NA,2
"5282","cpn1958",4.58,14.32,1.57,"brand3","prod4","cat5","cat4",NA,NA,NA,2
"5310","cpn1961",3.89,7.78,1.57,"brand3","prod63","cat5","cat18",NA,NA,NA,2
"5336","cpn1964",3.43,2.28,3.14,"brand3","prod41","cat5","cat14",NA,NA,NA,2
"5340","cpn1965",2.73,3.9,0.94,"brand4","prod9","cat5","cat7",NA,NA,NA,2
"5350","cpn1967",6.95,6.04,1.88,"brand3","prod40","cat1","cat15",NA,NA,NA,2
"5353","cpn1968",4.58,2.41,0.94,"brand4","prod51","cat8","cat7",NA,NA,NA,2
"5373","cpn1971",3.89,0.78,1.88,"brand9","prod55","cat5","cat2",NA,NA,NA,2
"5386","cpn1972",2.96,1.19,1.57,"brand3","prod200","cat5","cat2",NA,NA,NA,2
"5443","cpn1978",2.73,0.55,1.26,"brand1","prod101","cat8","cat2",NA,NA,NA,2
"5462","cpn1981",5.51,2.2,3.14,"brand5","prod22","cat5","cat2",NA,NA,NA,2
"5469","cpn1982",4.26,1.52,1.88,"brand3","prod29","cat5","cat15",NA,NA,NA,2
"5474","cpn1983",4.49,1.12,1.57,"brand3","prod37","cat5","cat4",NA,NA,NA,2
"5479","cpn1986",4.17,1.67,1.57,"brand20","prod108","cat23","cat7",NA,NA,NA,2
"5484","cpn1987",2.92,1.86,1.26,"brand3","prod157","cat16","cat5",NA,NA,NA,2
"5495","cpn1989",6.11,2.18,1.57,"brand8","prod43","cat3","cat14",NA,NA,NA,2
"5502","cpn1992",3.06,7.27,1.26,"brand3","prod63","cat5","cat18",NA,NA,NA,2
"5613","cpn2005",2.73,0,1.26,"brand25","prod17","cat5","cat9",NA,NA,NA,2
"5623","cpn2007",4.58,2.29,1.26,"brand17","prod108","cat23","cat7",NA,NA,NA,2
"5653","cpn2011",5.65,3.13,1.26,"brand2","prod31","cat1","cat4",NA,NA,NA,2
"5664","cpn2013",8.8,7.99,1.88,"brand3","prod176","cat12","cat2",NA,NA,NA,2
"5683","cpn2016",2.73,0,0.63,"brand3","prod163","cat6","cat9",NA,NA,NA,2
"5709","cpn2022",4.91,4.91,1.26,"brand3","prod21","cat11","cat12",NA,NA,NA,2
"5759","cpn2034",4.58,1.31,0.94,"brand8","prod43","cat3","cat14",NA,NA,NA,2
"5805","cpn2042",7.36,2.95,2.51,"brand3","prod14","cat5","cat4",NA,NA,NA,2
"5863","cpn2050",3.43,3.43,1.26,"brand3","prod32","cat11","cat4",NA,NA,NA,2
"5889","cpn2056",5.09,2.12,1.26,"brand5","prod37","cat5","cat2",NA,NA,NA,2
"5896","cpn2058",3.7,1.57,0.94,"brand2","prod51","cat8","cat4",NA,NA,NA,2
"5909","cpn2059",3.43,0,1.26,"brand9","prod182","cat12","cat2",NA,NA,NA,2
"5916","cpn2061",3.61,0.9,1.26,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"5946","cpn2065",4.08,0.82,1.57,"brand3","prod52","cat5","cat4",NA,NA,NA,2
"5951","cpn2066",2.41,1.2,1.26,"brand4","prod68","cat8","cat7",NA,NA,NA,2
"5955","cpn2067",21.26,2.5,0.63,"brand3","prod57","cat5","cat4",NA,NA,NA,2
"5999","cpn2074",4.08,1.27,1.26,"brand4","prod37","cat5","cat7",NA,NA,NA,2
"6060","cpn2085",4.26,3.7,0.94,"brand3","prod171","cat5","cat26",NA,NA,NA,2
"6071","cpn2089",6.02,5.01,1.26,"brand4","prod12","cat5","cat7",NA,NA,NA,2
"6093","cpn2093",5.51,4.58,1.26,"brand3","prod157","cat5","cat14",NA,NA,NA,2
"6099","cpn2095",3.24,1.34,1.57,"brand2","prod201","cat25","cat5",NA,NA,NA,2
"6147","cpn2101",6.44,1.29,1.26,"brand3","prod19","cat5","cat4",NA,NA,NA,2
"6157","cpn2104",2.32,0.98,1.57,"brand3","prod96","cat5","cat4",NA,NA,NA,2
"6195","cpn2112",3.24,3.59,1.57,"brand5","prod57","cat5","cat2",NA,NA,NA,2
"6213","cpn2115",2.69,0.54,1.57,"brand3","prod58","cat5","cat2",NA,NA,NA,2
"6225","cpn2117",21.77,2.71,0.94,"brand3","prod169","cat20","cat14",NA,NA,NA,2
"6249","cpn2119",4.26,0,0.94,"brand8","prod75","cat5","cat14",NA,NA,NA,2
"6261","cpn2122",3.1,1.24,0.94,"brand4","prod41","cat5","cat7",NA,NA,NA,2
"6272","cpn2124",4.17,1.39,1.26,"brand2","prod109","cat12","cat2",NA,NA,NA,2
"6291","cpn2130",2.73,1.51,1.26,"brand9","prod50","cat5","cat2",NA,NA,NA,2
"6301","cpn2132",3.43,0.85,1.26,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"6310","cpn2134",5.56,2.41,1.26,"brand4","prod51","cat8","cat7",NA,NA,NA,2
"6327","cpn2136",3.98,2.09,1.26,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"6350","cpn2138",3.89,0.78,1.26,"brand3","prod58","cat5","cat2",NA,NA,NA,2
"6408","cpn2148",3.06,6.11,1.26,"brand4","prod20","cat12","cat7",NA,NA,NA,2
"6447","cpn2154",11.02,36.73,1.26,"brand5","prod90","cat5","cat2",NA,NA,NA,2
"6461","cpn2155",3.66,0.73,0.94,"brand4","prod118","cat11","cat4",NA,NA,NA,2
"6474","cpn2160",3.06,0.76,1.57,"brand4","prod9","cat5","cat7",NA,NA,NA,2
"6495","cpn2162",3.66,6.65,6.28,"brand4","prod4","cat5","cat7",NA,NA,NA,2
"6601","cpn2173",3.66,2.03,0.94,"brand4","prod106","cat8","cat7",NA,NA,NA,2
"6602","cpn2174",3.33,1.67,0.94,"brand9","prod93","cat10","cat2",NA,NA,NA,2
"6624","cpn2176",5.51,2.2,1.57,"brand3","prod3","cat5","cat4",NA,NA,NA,2
"6639","cpn2178",2.73,1.09,1.26,"brand3","prod58","cat5","cat2",NA,NA,NA,2
"6663","cpn2179",3.89,3.89,1.57,"brand2","prod52","cat5","cat4",NA,NA,NA,2
"6687","cpn2184",3.66,3.2,1.57,"brand4","prod157","cat5","cat7",NA,NA,NA,2
"6696","cpn2185",3.1,1.24,0.94,"brand4","prod41","cat5","cat7",NA,NA,NA,2
"6712","cpn2188",2.73,0.55,1.26,"brand1","prod101","cat8","cat2",NA,NA,NA,2
"6743","cpn2194",8.15,9.05,0.94,"brand3","prod4","cat5","cat9",NA,NA,NA,2
"6745","cpn2196",2.73,0.55,1.26,"brand1","prod101","cat8","cat2",NA,NA,NA,2
"6749","cpn2197",2.73,0.68,1.26,"brand9","prod27","cat5","cat2",NA,NA,NA,2
"6752","cpn2199",3.29,0.73,3.14,"brand18","prod113","cat11","cat7",NA,NA,NA,2
"6778","cpn2201",7.87,15.75,2.2,"brand5","prod170","cat23","cat2",NA,NA,NA,2
"6794","cpn2207",4.26,0.85,1.57,"brand2","prod19","cat5","cat4",NA,NA,NA,2
"6812","cpn2209",7.97,6.63,0.94,"brand5","prod170","cat23","cat2",NA,NA,NA,2
"6816","cpn2211",3.1,0.04,2.51,"brand2","prod139","cat6","cat20",NA,NA,NA,2
"6852","cpn2217",5.51,1,1.26,"brand3","prod184","cat5","cat2",NA,NA,NA,2
"6854","cpn2218",5.19,2.07,1.57,"brand3","prod93","cat10","cat15",NA,NA,NA,2
"6867","cpn2220",2.69,3.35,1.57,"brand4","prod69","cat5","cat7",NA,NA,NA,2
"6886","cpn2223",16.67,2.08,1.88,"brand2","prod51","cat8","cat19",NA,NA,NA,2
"6917","cpn2227",3.98,1.99,1.57,"brand2","prod14","cat5","cat4",NA,NA,NA,2
"6952","cpn2233",3.98,7.97,1.26,"brand4","prod182","cat12","cat7",NA,NA,NA,2
"6997","cpn2239",2.96,11.86,1.57,"brand3","prod21","cat11","cat12",NA,NA,NA,2
"7005","cpn2242",2.96,0.59,0.94,"brand4","prod59","cat5","cat7",NA,NA,NA,2
"7029","cpn2245",3.33,2.38,0.63,"brand4","prod44","cat5","cat7",NA,NA,NA,2
"7038","cpn2246",6.34,3.02,0.94,"brand3","prod56","cat5","cat15",NA,NA,NA,2
"7044","cpn2247",6.95,1.16,1.26,"brand3","prod27","cat5","cat2",NA,NA,NA,2
"7108","cpn2256",3.61,0.9,1.26,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"7111","cpn2257",5.19,1.04,0.63,"brand3","prod68","cat8","cat15",NA,NA,NA,2
"7127","cpn2260",2.32,0.72,0.94,"brand4","prod37","cat5","cat7",NA,NA,NA,2
"7134","cpn2262",7.87,3.15,1.26,"brand5","prod41","cat5","cat2",NA,NA,NA,2
"7142","cpn2263",5,2.27,1.26,"brand8","prod43","cat3","cat14",NA,NA,NA,2
"7174","cpn2264",4.26,5.68,1.57,"brand3","prod21","cat11","cat12",NA,NA,NA,2
"7175","cpn2265",3.06,0.76,1.57,"brand3","prod58","cat5","cat2",NA,NA,NA,2
"7313","cpn2288",5,4,1.26,"brand3","prod56","cat5","cat15",NA,NA,NA,2
"7362","cpn2295",2.69,3.58,0.94,"brand11","prod20","cat11","cat12",NA,NA,NA,2
"7410","cpn2302",4.45,4.45,1.26,"brand3","prod20","cat11","cat12",NA,NA,NA,2
"7411","cpn2303",4.45,4.45,1.26,"brand3","prod20","cat11","cat12",NA,NA,NA,2
"7420","cpn2305",3.43,8.57,1.57,"brand4","prod69","cat8","cat7",NA,NA,NA,2
"7434","cpn2307",2.5,0.83,1.26,"brand3","prod37","cat5","cat19",NA,NA,NA,2
"7437","cpn2308",4.26,1.46,2.2,"brand3","prod29","cat5","cat15",NA,NA,NA,2
"7479","cpn2311",5.05,10.1,1.57,"brand4","prod182","cat12","cat7",NA,NA,NA,2
"7504","cpn2317",4.26,1.42,1.26,"brand4","prod132","cat8","cat7",NA,NA,NA,2
"7535","cpn2319",7.32,2.93,0.94,"brand4","prod86","cat3","cat7",NA,NA,NA,2
"7539","cpn2320",4.58,4.17,1.26,"brand3","prod57","cat5","cat4",NA,NA,NA,2
"7558","cpn2325",6.02,3.76,0.63,"brand3","prod51","cat8","cat26",NA,NA,NA,2
"7651","cpn2332",11.44,1.9,0.94,"brand2","prod127","cat8","cat19",NA,NA,NA,2
"7753","cpn2348",2.73,0.55,1.88,"brand3","prod211","cat11","cat4",NA,NA,NA,2
"7763","cpn2349",4.54,1.51,1.26,"brand3","prod16","cat10","cat2",NA,NA,NA,2
"7839","cpn2355",2.96,1.76,1.57,"brand3","prod73","cat5","cat9",NA,NA,NA,2
"7846","cpn2359",13.85,1.72,1.26,"brand3","prod127","cat8","cat19",NA,NA,NA,2
"7849","cpn2360",9.17,3.06,1.57,"brand5","prod51","cat8","cat19",NA,NA,NA,2
"7852","cpn2361",5.65,0.94,1.26,"brand3","prod79","cat6","cat9",NA,NA,NA,2
"7853","cpn2362",5.65,1.13,1.26,"brand3","prod79","cat6","cat9",NA,NA,NA,2
"7903","cpn2366",4.58,2.08,0.94,"brand20","prod108","cat23","cat7",NA,NA,NA,2
"7930","cpn2373",5.37,3.58,1.26,"brand3","prod20","cat11","cat12",NA,NA,NA,2
"7971","cpn2380",3.66,0.73,1.26,"brand4","prod37","cat5","cat7",NA,NA,NA,2
"8013","cpn2382",3.06,1.22,1.88,"brand5","prod52","cat5","cat2",NA,NA,NA,2
"8016","cpn2383",3.61,0.9,1.26,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"8085","cpn2390",8.1,1.62,0.94,"brand3","prod17","cat5","cat9",NA,NA,NA,2
"8160","cpn2406",2.96,1.97,1.57,"brand3","prod69","cat5","cat4",NA,NA,NA,2
"8220","cpn2413",23.11,3.3,1.26,"brand3","prod187","cat20","cat7",NA,NA,NA,2
"8282","cpn2424",4.58,2.29,3.14,"brand4","prod69","cat5","cat7",NA,NA,NA,2
"8300","cpn2426",3.89,0.78,0.94,"brand11","prod66","cat5","cat9",NA,NA,NA,2
"8308","cpn2427",2.41,1.2,1.57,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"8327","cpn2431",4.26,1.25,1.57,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"8351","cpn2436",2.73,0.68,1.26,"brand3","prod37","cat5","cat4",NA,NA,NA,2
"8382","cpn2438",10,3.33,1.88,"brand3","prod87","cat5","cat18",NA,NA,NA,2
"8447","cpn2444",3.66,0.73,0.94,"brand4","prod37","cat5","cat7",NA,NA,NA,2
"8454","cpn2445",5.37,23.87,3.14,"brand1","prod63","cat5","cat2",NA,NA,NA,2
"8634","cpn2469",5.51,0.92,1.57,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"8693","cpn2477",4.45,1.11,1.57,"brand3","prod41","cat5","cat18",NA,NA,NA,2
"8756","cpn2481",6.39,1.87,0.94,"brand3","prod171","cat5","cat26",NA,NA,NA,2
"8771","cpn2485",3.66,2.44,1.26,"brand3","prod37","cat5","cat4",NA,NA,NA,2
"8804","cpn2488",2.69,1.79,1.57,"brand4","prod39","cat5","cat7",NA,NA,NA,2
"8817","cpn2490",3.98,0.05,1.57,"brand3","prod41","cat5","cat9",NA,NA,NA,2
"8857","cpn2494",8.06,2.69,1.57,"brand3","prod87","cat5","cat18",NA,NA,NA,2
"8881","cpn2497",2.73,0.55,1.26,"brand1","prod101","cat8","cat2",NA,NA,NA,2
"8889","cpn2498",5.51,2.9,1.88,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"8944","cpn2503",4.91,1.22,1.57,"brand3","prod86","cat3","cat15",NA,NA,NA,2
"8990","cpn2509",5.09,0.69,1.57,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"8991","cpn2510",4.21,9.8,2.2,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"9000","cpn2512",4.17,0.95,1.88,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"9007","cpn2515",6.02,1.2,1.26,"brand20","prod108","cat23","cat7",NA,NA,NA,2
"9068","cpn2522",8.29,4.19,0.94,"brand3","prod176","cat12","cat2",NA,NA,NA,2
"9069","cpn2523",8.29,4.19,0.94,"brand3","prod176","cat12","cat2",NA,NA,NA,2
"9077","cpn2525",3.33,0.04,1.26,"brand4","prod20","cat12","cat7",NA,NA,NA,2
"9098","cpn2526",3.89,2.05,1.26,"brand9","prod98","cat10","cat2",NA,NA,NA,2
"9110","cpn2528",6.39,2.78,1.88,"brand21","prod73","cat5","cat9",NA,NA,NA,2
"9126","cpn2530",3.66,3.33,1.57,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"9129","cpn2531",4.91,1.04,0.94,"brand3","prod116","cat6","cat9",NA,NA,NA,2
"9220","cpn2543",5.84,0,1.26,"brand3","prod163","cat6","cat9",NA,NA,NA,2
"9225","cpn2545",2.41,0.48,0.94,"brand2","prod3","cat5","cat4",NA,NA,NA,2
"9229","cpn2546",3.06,2.45,1.26,"brand8","prod132","cat8","cat14",NA,NA,NA,2
"9250","cpn2549",9.63,2.41,1.88,"brand12","prod51","cat8","cat19",NA,NA,NA,2
"9353","cpn2563",6.25,2.5,1.57,"brand3","prod159","cat23","cat4",NA,NA,NA,2
"9370","cpn2565",2.32,1.78,0.63,"brand2","prod95","cat8","cat9",NA,NA,NA,2
"9406","cpn2569",3.89,7.78,1.57,"brand3","prod63","cat5","cat18",NA,NA,NA,2
"9445","cpn2574",3.1,2.38,1.26,"brand5","prod173","cat8","cat2",NA,NA,NA,2
"9472","cpn2577",3.57,0,1.26,"brand4","prod70","cat8","cat24",NA,NA,NA,2
"9475","cpn2578",2.32,0.46,1.57,"brand1","prod101","cat8","cat2",NA,NA,NA,2
"9545","cpn2585",10.93,1.09,1.26,"brand11","prod98","cat10","cat9",NA,NA,NA,2
"9579","cpn2588",3.33,6.67,1.57,"brand3","prod21","cat12","cat7",NA,NA,NA,2
"9587","cpn2589",5.37,2.15,1.26,"brand3","prod18","cat5","cat4",NA,NA,NA,2
"9623","cpn2592",5.51,1.57,1.26,"brand20","prod108","cat23","cat10",NA,NA,NA,2
"9624","cpn2593",2.69,2.33,1.26,"brand4","prod80","cat5","cat7",NA,NA,NA,2
"9672","cpn2597",2.64,1.32,1.88,"brand2","prod14","cat5","cat4",NA,NA,NA,2
"9679","cpn2599",3.57,0,0.94,"brand3","prod70","cat8","cat24",NA,NA,NA,2
"9712","cpn2604",2.45,2.45,1.57,"brand8","prod104","cat8","cat14",NA,NA,NA,2
"9750","cpn2607",17.23,1.91,0.94,"brand4","prod121","cat12","cat7",NA,NA,NA,2
"9775","cpn2610",13.85,4.61,1.57,"brand2","prod40","cat16","cat1",NA,NA,NA,2
"9777","cpn2611",13.85,39.56,1.26,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"9816","cpn2614",2.55,1.69,0.94,"brand8","prod50","cat5","cat14",NA,NA,NA,2
"9843","cpn2619",7.36,3.71,1.57,"brand3","prod109","cat12","cat2",NA,NA,NA,2
"9855","cpn2620",3.66,2.44,1.26,"brand4","prod60","cat5","cat7",NA,NA,NA,2
"9873","cpn2622",9.08,5.04,0.94,"brand3","prod114","cat5","cat26",NA,NA,NA,2
"9934","cpn2627",9.73,2.43,1.57,"brand3","prod51","cat8","cat19",NA,NA,NA,2
"9990","cpn2636",5.37,8.95,0.63,"brand3","prod4","cat5","cat9",NA,NA,NA,2
"10001","cpn2639",12.5,12.5,1.57,"brand5","prod166","cat23","cat2",NA,NA,NA,2
"10017","cpn2640",4.58,1.34,1.88,"brand5","prod73","cat5","cat2",NA,NA,NA,2
"10027","cpn2642",4.17,1.67,1.57,"brand5","prod117","cat11","cat4",NA,NA,NA,2
"10142","cpn2657",7.04,1.41,1.26,"brand3","prod19","cat5","cat4",NA,NA,NA,2
"10150","cpn2659",7.64,2.55,1.88,"brand3","prod51","cat8","cat19",NA,NA,NA,2
"10172","cpn2664",6.02,1.62,1.57,"brand20","prod108","cat23","cat10",NA,NA,NA,2
"10246","cpn2672",5.28,3.77,1.57,"brand3","prod1","cat1","cat15",NA,NA,NA,2
"10261","cpn2673",2.55,0.42,1.88,"brand3","prod117","cat11","cat4",NA,NA,NA,2
"10278","cpn2675",4.35,0,1.57,"brand5","prod63","cat5","cat2",NA,NA,NA,2
"10399","cpn2687",2.64,1.06,1.26,"brand8","prod68","cat8","cat14",NA,NA,NA,2
"10416","cpn2690",3.47,0.77,3.14,"brand3","prod23","cat13","cat9",NA,NA,NA,2
"10512","cpn2699",3.66,0.97,0.63,"brand3","prod27","cat5","cat2",NA,NA,NA,2
"10564","cpn2704",4.49,0,1.26,"brand6","prod70","cat8","cat24",NA,NA,NA,2
"10566","cpn2705",3.98,0.05,1.57,"brand3","prod41","cat5","cat9",NA,NA,NA,2
"10614","cpn2710",4.45,0.94,1.26,"brand3","prod143","cat5","cat2",NA,NA,NA,2
"10624","cpn2713",3.1,0,1.26,"brand6","prod70","cat8","cat24",NA,NA,NA,2
"10643","cpn2714",3.66,11.43,1.57,"brand3","prod63","cat5","cat18",NA,NA,NA,2
"10661","cpn2717",2.64,5.28,1.26,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"10676","cpn2724",3.24,9,1.57,"brand3","prod63","cat5","cat18",NA,NA,NA,2
"10699","cpn2726",3.52,2.82,1.57,"brand3","prod132","cat8","cat15",NA,NA,NA,2
"10777","cpn2733",9.22,9.22,0.94,"brand4","prod166","cat23","cat7",NA,NA,NA,2
"10801","cpn2736",2.64,0.35,0.94,"brand9","prod101","cat8","cat2",NA,NA,NA,2
"10856","cpn2740",3.01,4.77,1.57,"brand3","prod16","cat5","cat2",NA,NA,NA,2
"10888","cpn2743",18.89,2.36,1.26,"brand3","prod51","cat8","cat19",NA,NA,NA,2
"10916","cpn2745",4.58,1.02,1.57,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"10935","cpn2746",2.59,1.37,0.94,"brand3","prod59","cat5","cat2",NA,NA,NA,2
"10963","cpn2747",3.66,0.91,0.94,"brand19","prod74","cat27","cat1",NA,NA,NA,2
"11069","cpn2757",5.37,1.62,1.26,"brand11","prod216","cat11","cat4",NA,NA,NA,2
"11091","cpn2758",7.36,0.98,1.26,"brand3","prod27","cat5","cat2",NA,NA,NA,2
"11094","cpn2759",3.06,0.73,1.26,"brand4","prod9","cat5","cat7",NA,NA,NA,2
"11104","cpn2760",20.84,20.84,1.26,"brand2","prod51","cat8","cat19",NA,NA,NA,2
"11105","cpn2761",5,1.67,1.57,"brand3","prod86","cat3","cat15",NA,NA,NA,2
"11139","cpn2764",4.49,1.28,1.57,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"11213","cpn2771",7.97,1.59,1.88,"brand5","prod28","cat3","cat2",NA,NA,NA,2
"11234","cpn2772",3.52,1.85,2.2,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"11261","cpn2774",5.28,1.5,1.26,"brand16","prod123","cat10","cat7",NA,NA,NA,2
"11349","cpn2782",2.96,0.59,1.26,"brand2","prod52","cat5","cat4",NA,NA,NA,2
"11490","cpn2801",3.15,0.63,0.94,"brand3","prod59","cat5","cat2",NA,NA,NA,2
"11492","cpn2803",74.05,0,1.26,"brand3","prod116","cat6","cat31",NA,NA,NA,2
"11493","cpn2804",24.82,3.1,0,"brand3","prod79","cat6","cat9",NA,NA,NA,2
"11525","cpn2808",3.24,9.53,1.88,"brand3","prod63","cat5","cat18",NA,NA,NA,2
"11561","cpn2811",4.45,1.78,1.57,"brand3","prod142","cat10","cat15",NA,NA,NA,2
"11585","cpn2814",4.35,1.44,1.26,"brand3","prod16","cat10","cat2",NA,NA,NA,2
"11709","cpn2832",4.45,1.19,1.88,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"11761","cpn2840",4.17,1.39,1.57,"brand9","prod178","cat8","cat2",NA,NA,NA,2
"11769","cpn2842",13.8,4.59,1.57,"brand5","prod18","cat5","cat2",NA,NA,NA,2
"11770","cpn2843",3.47,2.32,1.88,"brand8","prod132","cat8","cat14",NA,NA,NA,2
"11800","cpn2846",3.29,0.55,3.14,"brand4","prod117","cat11","cat7",NA,NA,NA,2
"11824","cpn2852",4.58,0,1.88,"brand3","prod63","cat5","cat7",NA,NA,NA,2
"11825","cpn2853",4.58,0,1.88,"brand3","prod63","cat5","cat7",NA,NA,NA,2
"11829","cpn2854",11.9,5.41,3.14,"brand3","prod203","cat23","cat4",NA,NA,NA,2
"11834","cpn2855",3.01,3.58,1.57,"brand3","prod57","cat5","cat2",NA,NA,NA,2
"11949","cpn2865",5.46,1.7,1.26,"brand3","prod220","cat5","cat18",NA,NA,NA,2
"11961","cpn2866",2.96,11.86,1.57,"brand3","prod21","cat11","cat12",NA,NA,NA,2
"11993","cpn2868",4.35,0,1.57,"brand5","prod63","cat5","cat2",NA,NA,NA,2
"12017","cpn2871",5,3.47,0.94,"brand3","prod17","cat5","cat2",NA,NA,NA,2
"12054","cpn2874",3.66,3.35,0.94,"brand3","prod57","cat5","cat4",NA,NA,NA,2
"12087","cpn2876",2.73,1.09,1.26,"brand2","prod27","cat5","cat4",NA,NA,NA,2
"12095","cpn2877",5.51,1.21,1.26,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"12096","cpn2878",5,2,1.26,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"12175","cpn2884",3.98,0.44,1.26,"brand3","prod21","cat11","cat12",NA,NA,NA,2
"12201","cpn2888",2.5,2,1.57,"brand3","prod103","cat5","cat4",NA,NA,NA,2
"12203","cpn2889",4.26,2.36,1.26,"brand16","prod98","cat10","cat7",NA,NA,NA,2
"12215","cpn2891",8.89,2.22,1.26,"brand3","prod126","cat5","cat15",NA,NA,NA,2
"12248","cpn2896",4.58,2.34,1.26,"brand3","prod60","cat5","cat2",NA,NA,NA,2
"12249","cpn2897",4.58,2.34,1.26,"brand3","prod60","cat5","cat2",NA,NA,NA,2
"12289","cpn2901",3.52,0.39,1.57,"brand3","prod21","cat11","cat12",NA,NA,NA,2
"12371","cpn2907",3.66,0,1.57,"brand3","prod64","cat5","cat9",NA,NA,NA,2
"12384","cpn2909",17.55,3.51,1.57,"brand3","prod3","cat5","cat15",NA,NA,NA,2
"12418","cpn2914",8.61,4.31,1.26,"brand3","prod176","cat12","cat2",NA,NA,NA,2
"12435","cpn2919",6.95,2.89,1.26,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"12520","cpn2930",3.98,1.81,0.94,"brand4","prod51","cat8","cat7",NA,NA,NA,2
"12526","cpn2931",4.91,4.91,1.26,"brand3","prod21","cat11","cat12",NA,NA,NA,2
"12533","cpn2934",3.24,1.3,1.26,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"12564","cpn2937",7.13,0,1.26,"brand5","prod125","cat5","cat2",NA,NA,NA,2
"12565","cpn2938",3.98,2.65,1.26,"brand3","prod41","cat5","cat18",NA,NA,NA,2
"12566","cpn2939",3.52,2.32,1.26,"brand3","prod12","cat5","cat2",NA,NA,NA,2
"12750","cpn2949",2.5,1.25,1.57,"brand3","prod14","cat5","cat4",NA,NA,NA,2
"12801","cpn2951",3.43,0.85,1.26,"brand3","prod37","cat5","cat2",NA,NA,NA,2
"12877","cpn2956",6.9,4.59,0.63,"brand21","prod51","cat8","cat15",NA,NA,NA,2
"12980","cpn2966",3.01,1.33,1.26,"brand2","prod188","cat25","cat5",NA,NA,NA,2
"13100","cpn2975",4.17,1.81,0.94,"brand17","prod108","cat23","cat4",NA,NA,NA,2
"13104","cpn2976",3.06,1.6,1.88,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"13126","cpn2977",4.35,2.56,1.26,"brand3","prod171","cat5","cat18",NA,NA,NA,2
"13133","cpn2978",5.51,1.22,1.88,"brand3","prod86","cat3","cat15",NA,NA,NA,2
"13198","cpn2982",4.17,1.44,1.26,"brand8","prod178","cat8","cat14",NA,NA,NA,2
"13206","cpn2985",2.73,0.99,6.28,"brand4","prod27","cat5","cat7",NA,NA,NA,2
"13225","cpn2987",2.96,2.96,1.88,"brand4","prod88","cat11","cat4",NA,NA,NA,2
"13306","cpn2992",3.06,7.64,1.26,"brand3","prod63","cat5","cat18",NA,NA,NA,2
"13334","cpn2993",2.41,1.2,1.57,"brand9","prod69","cat8","cat2",NA,NA,NA,2
